X_Y  COJ4-3  COJ5-4  COJ6-5  COJ7-6  COJ8-7  COJ9-8  COJ10-9  COJ11-10  COJ12-11  COJ13-12  13COJ5-4  13COJ6-5  13COJ7-6  13COJ8-7  13COJ9-8  13COJ10-9  13COJ11-10  13COJ12-11  13COJ13-12  CI609  CI370
22_20  3.7748e-09  6.2678e-09  6.4801e-09  6.3016e-09  1.1409e-08  6.4997e-09  1.7016e-08  1.1824e-08  1.4260e-08  3.0549e-08  4.5901e-09  5.1838e-09  6.8305e-09  1.6725e-08  3.4156e-08  8.9415e-09  1.5831e-08  1.1249e-08  1.0094e-08  2.3130e-09  5.7979e-09
22_21  3.8308e-09  5.4671e-09  7.0407e-09  8.1591e-09  1.1300e-08  5.7825e-09  1.5686e-08  1.3912e-08  1.2328e-08  2.4102e-08  4.4587e-09  5.5133e-09  5.7649e-09  1.8042e-08  3.1315e-08  8.7630e-09  1.7602e-08  8.9941e-09  1.8336e-08  2.3065e-09  7.6817e-09
22_22  6.3746e-09  6.1486e-09  7.7084e-09  9.6087e-09  1.1266e-08  7.2216e-09  1.9543e-08  2.0009e-08  9.2545e-09  4.2569e-08  4.5253e-09  7.9630e-09  4.9637e-09  1.8340e-08  2.7281e-08  2.1894e-08  1.8950e-08  1.0524e-08  1.2295e-08  1.6961e-09  1.0280e-08
22_23  6.2321e-09  5.6030e-09  5.6949e-09  5.2395e-09  1.2180e-08  1.1280e-08  1.3787e-08  1.1513e-08  9.8477e-09  2.3555e-08  6.1948e-09  5.2626e-09  5.4561e-09  1.0880e-08  3.3339e-08  1.7483e-08  1.0003e-08  inf  1.6805e-08  2.6320e-09  4.9906e-09
23_18  7.5146e-09  9.7443e-09  9.8487e-09  8.9541e-09  1.2902e-08  1.1409e-08  1.2537e-08  1.2186e-08  1.6591e-08  6.4957e-08  5.2261e-09  8.2473e-09  8.9020e-09  1.7975e-08  1.4426e-08  7.9581e-09  1.9180e-08  inf  inf  5.2516e-09  7.7100e-09
23_19  7.5147e-09  1.0368e-08  1.0378e-08  9.5052e-09  1.4028e-08  1.1130e-08  1.3401e-08  1.6051e-08  1.2250e-08  3.3629e-08  5.8348e-09  8.8784e-09  1.0111e-08  2.0550e-08  1.5973e-08  5.6041e-09  8.5722e-09  9.0663e-09  2.7151e-08  5.7936e-09  8.4259e-09
23_20  6.4776e-09  1.0410e-08  9.0704e-09  9.8066e-09  1.3888e-08  8.1377e-09  1.4579e-08  1.4078e-08  9.6618e-09  4.6906e-08  7.1600e-09  8.1580e-09  8.9736e-09  1.6502e-08  1.6234e-08  9.0019e-09  6.9852e-09  6.4298e-09  1.4463e-08  3.0594e-09  8.8702e-09
23_21  5.9947e-09  1.0281e-08  9.6530e-09  9.9032e-09  1.3435e-08  9.8960e-09  1.4754e-08  1.6223e-08  7.4168e-09  4.4665e-08  7.1136e-09  9.4761e-09  1.0503e-08  1.7743e-08  1.9593e-08  8.8662e-09  6.9238e-09  7.8867e-09  1.0531e-08  2.8796e-09  8.8896e-09
23_22  6.0440e-09  6.8220e-09  1.0994e-08  1.4762e-08  2.2087e-08  1.2656e-08  2.2107e-08  2.0116e-08  1.0401e-08  4.3258e-08  5.2008e-09  1.2403e-08  7.2905e-09  2.7626e-08  3.0383e-08  9.2591e-09  1.4816e-08  1.2206e-08  9.7898e-09  3.4671e-09  1.2792e-08
24_19  1.1016e-08  1.1749e-08  8.2861e-09  8.9607e-09  1.4761e-08  1.5599e-08  1.4832e-08  2.4108e-08  1.9615e-08  3.9139e-08  5.5424e-09  6.0608e-09  6.5677e-09  9.5613e-09  1.6540e-08  7.9678e-09  7.7959e-09  inf  1.7463e-08  3.9748e-09  8.9057e-09
24_20  6.9846e-09  6.7312e-09  7.9572e-09  1.1495e-08  1.2141e-08  1.1100e-08  1.1455e-08  1.4311e-08  1.1180e-08  2.2156e-08  4.3950e-09  5.7244e-09  5.5844e-09  9.6002e-09  2.2336e-08  2.0020e-08  1.0935e-08  8.7848e-09  2.1607e-08  3.3512e-09  9.5392e-09
24_21  5.1134e-09  5.7526e-09  9.0816e-09  1.4827e-08  1.6751e-08  1.2363e-08  1.8233e-08  2.3428e-08  1.6001e-08  1.0621e-07  5.5467e-09  6.7730e-09  6.4327e-09  1.4083e-08  3.0472e-08  3.6630e-08  1.5199e-08  1.2969e-08  1.3106e-08  3.9719e-09  1.3910e-08
24_22  6.9234e-09  9.0541e-09  9.5620e-09  1.3801e-08  1.9867e-08  1.8321e-08  1.9689e-08  1.7292e-08  1.4300e-08  3.1316e-08  7.7112e-09  6.5405e-09  5.8578e-09  1.9093e-08  2.7697e-08  5.7716e-09  7.5651e-09  inf  1.5848e-08  4.8997e-09  1.5926e-08
