#=========================================================================================
# Carina intensities
# Date: 30 october 2017
# Unit: W m-2 sr-1
#=========================================================================================
#X_Y    COJ4-3      COJ5-4      COJ6-5       COJ7-6      COJ8-7     COJ9-8      COJ10-9     COJ11-10    COJ12-11    COJ13-12    13COJ5-4    13COJ6-5    13COJ7-6    13COJ8-7    13COJ9-8    13COJ10-9   13COJ11-10  13COJ12-11  13COJ13-12  CI609       CI370       OI145
19_22   1.5005e-08  2.7979e-08  4.2999e-08  5.3804e-08  6.5794e-08  5.3006e-08  5.4854e-08  5.0366e-08  4.7736e-08  4.0762e-08  7.4648e-09  1.0225e-08  1.0599e-08  9.6476e-09  8.7344e-09  5.2328e-09  3.0182e-09  2.7372e-09  1.2149e-09  3.7411e-09  1.2588e-08  0.
20_16   1.5794e-08  2.7109e-08  4.1564e-08  4.6134e-08  5.3843e-08  5.7877e-08  5.7904e-08  5.0080e-08  3.9688e-08  3.0161e-08  6.5189e-09  8.6886e-09  8.4171e-09  7.2693e-09  6.9456e-09  4.8955e-09  2.9010e-09  1.4223e-09  1.4023e-09  3.5974e-09  1.0730e-08  0.
20_17   1.6757e-08  3.3885e-08  5.1931e-08  5.7606e-08  6.6410e-08  6.9939e-08  6.8791e-08  5.9498e-08  4.7154e-08  3.4115e-08  7.9773e-09  1.0880e-08  1.0387e-08  8.9008e-09  8.0968e-09  5.1742e-09  2.8752e-09  1.7709e-09  1.7409e-09  4.1148e-09  1.3832e-08  0.
20_18   2.5206e-08  3.9002e-08  5.8865e-08  6.6186e-08  7.5549e-08  7.9615e-08  7.8346e-08  6.8974e-08  5.6087e-08  4.1096e-08  9.0477e-09  1.2438e-08  1.1710e-08  9.9742e-09  9.1214e-09  5.6815e-09  2.7748e-09  2.1026e-09  2.2392e-09  4.5891e-09  1.6633e-08  3.5300e-07
20_19   2.4915e-08  4.0962e-08  6.1282e-08  7.0831e-08  8.1840e-08  8.5509e-08  8.5608e-08  7.7678e-08  6.6013e-08  5.1345e-08  9.8642e-09  1.3172e-08  1.2614e-08  1.0774e-08  1.0016e-08  6.5082e-09  2.9974e-09  2.6261e-09  2.7166e-09  4.9455e-09  1.8325e-08  4.1692e-07
20_20   2.4379e-08  3.9948e-08  6.0979e-08  7.0518e-08  8.3373e-08  8.6450e-08  8.8426e-08  8.2446e-08  7.3312e-08  6.0022e-08  1.0152e-08  1.3446e-08  1.3281e-08  1.1141e-08  1.0927e-08  7.2671e-09  3.5260e-09  3.1654e-09  2.8436e-09  4.9061e-09  1.8303e-08  0.
20_21   2.2382e-08  3.8037e-08  5.7879e-08  6.8540e-08  8.1424e-08  8.1251e-08  8.4417e-08  7.9496e-08  7.3163e-08  6.1172e-08  9.7867e-09  1.3144e-08  1.3272e-08  1.1364e-08  1.1228e-08  7.3043e-09  3.8868e-09  3.3772e-09  2.5338e-09  4.7012e-09  1.7673e-08  0.
20_22   2.1013e-08  3.2533e-08  4.9193e-08  5.8202e-08  6.8499e-08  6.7968e-08  7.0884e-08  6.5909e-08  6.1788e-08  5.2052e-08  8.3278e-09  1.1342e-08  1.1456e-08  9.7930e-09  9.7246e-09  6.0930e-09  3.4335e-09  3.0051e-09  1.9717e-09  4.1796e-09  1.4886e-08  0.
20_23   1.5583e-08  2.6436e-08  3.7815e-08  4.6019e-08  5.0585e-08  5.1249e-08  5.2438e-08  4.7087e-08  4.3862e-08  3.6959e-08  6.7035e-09  8.5380e-09  8.4688e-09  7.6120e-09  7.2866e-09  4.2353e-09  2.5138e-09  2.2914e-09  1.4158e-09  3.3851e-09  1.1605e-08  0.
21_16   2.0978e-08  3.5916e-08  5.2086e-08  6.2440e-08  6.9541e-08  7.6381e-08  7.4183e-08  6.1858e-08  4.6859e-08  3.4924e-08  8.2672e-09  1.0451e-08  9.6092e-09  8.2392e-09  8.7217e-09  5.3503e-09  3.4090e-09  1.4736e-09  1.4201e-09  4.6487e-09  1.4818e-08  0.
21_17   2.1450e-08  4.0468e-08  5.9768e-08  6.8065e-08  7.5568e-08  8.2160e-08  7.8718e-08  6.6040e-08  4.9781e-08  3.5368e-08  9.1261e-09  1.2154e-08  1.0839e-08  9.2591e-09  9.5601e-09  5.0725e-09  3.1838e-09  1.6082e-09  1.8764e-09  5.0782e-09  1.7022e-08  0.
21_18   2.5327e-08  4.2931e-08  6.3132e-08  7.0535e-08  7.8005e-08  8.5092e-08  8.1497e-08  7.0088e-08  5.3891e-08  3.8513e-08  9.5101e-09  1.2956e-08  1.1340e-08  9.4425e-09  9.9686e-09  5.0514e-09  2.7015e-09  1.6979e-09  2.4215e-09  5.5122e-09  1.9056e-08  0.
21_19   2.4467e-08  4.3105e-08  6.3329e-08  7.1583e-08  7.9574e-08  8.6110e-08  8.3841e-08  7.4757e-08  5.9954e-08  4.5365e-08  9.8272e-09  1.2970e-08  1.1629e-08  9.5774e-09  1.0191e-08  5.4495e-09  2.4597e-09  2.0368e-09  2.8877e-09  5.8197e-09  2.0224e-08  0.
21_20   2.4400e-08  4.1210e-08  6.2312e-08  6.8833e-08  7.8733e-08  8.5807e-08  8.5815e-08  7.9231e-08  6.6679e-08  5.3265e-08  9.7939e-09  1.2832e-08  1.1926e-08  9.4344e-09  1.0366e-08  5.9771e-09  2.7019e-09  2.6071e-09  3.1295e-09  5.7432e-09  1.9673e-08  3.9480e-07
21_21   2.3170e-08  3.9676e-08  5.8723e-08  6.8827e-08  7.7624e-08  8.4077e-08  8.6150e-08  8.1009e-08  7.0971e-08  5.8115e-08  9.6294e-09  1.2521e-08  1.2093e-08  1.0099e-08  1.0552e-08  6.2252e-09  3.1598e-09  2.9909e-09  3.1760e-09  5.4139e-09  1.9159e-08  3.7274e-07
21_22   2.1763e-08  3.4444e-08  5.0493e-08  5.8797e-08  6.5612e-08  7.5240e-08  7.7983e-08  7.2929e-08  6.5601e-08  5.4285e-08  8.3916e-09  1.1178e-08  1.0733e-08  8.9152e-09  9.4279e-09  5.5395e-09  3.1534e-09  2.7043e-09  2.9469e-09  4.7191e-09  1.5889e-08  3.1291e-07
21_23   1.4004e-08  2.6595e-08  3.6747e-08  4.4865e-08  4.6644e-08  5.7482e-08  5.9109e-08  5.3748e-08  4.8937e-08  4.0879e-08  6.5139e-09  8.2288e-09  7.7282e-09  6.8258e-09  7.1048e-09  3.9764e-09  2.5052e-09  1.8846e-09  2.3798e-09  3.4420e-09  1.1519e-08  0.
22_19   2.3575e-08  3.9390e-08  5.6693e-08  6.0778e-08  6.4335e-08  7.1998e-08  6.6438e-08  5.6455e-08  4.1203e-08  3.0732e-08  8.2167e-09  1.0835e-08  8.6007e-09  6.9435e-09  8.3895e-09  3.6112e-09  1.7917e-09  1.2851e-09  2.5037e-09  6.0634e-09  1.8718e-08  0.
22_20   2.2950e-08  3.8592e-08  5.7032e-08  5.9825e-08  6.5038e-08  7.3147e-08  6.9981e-08  6.2403e-08  4.8254e-08  3.7796e-08  8.3172e-09  1.0878e-08  9.1047e-09  6.9605e-09  8.6855e-09  3.9313e-09  1.8493e-09  1.7635e-09  3.0791e-09  5.8767e-09  1.8421e-08  3.2923e-07
22_21   2.3210e-08  3.9082e-08  5.7269e-08  6.3175e-08  6.8829e-08  7.7159e-08  7.6396e-08  7.0219e-08  5.7165e-08  4.5826e-08  8.7293e-09  1.1446e-08  1.0173e-08  7.8768e-09  9.4187e-09  4.3110e-09  2.2792e-09  2.1392e-09  3.5838e-09  5.6487e-09  1.8262e-08  3.2279e-07
22_22   2.4136e-08  3.6548e-08  5.3841e-08  5.8954e-08  6.4167e-08  7.6147e-08  7.6783e-08  7.0748e-08  5.9758e-08  4.8575e-08  8.4621e-09  1.1452e-08  1.0276e-08  7.6755e-09  9.4904e-09  4.2620e-09  2.6686e-09  2.0376e-09  3.7417e-09  5.1468e-09  1.5800e-08  3.0162e-07
22_23   1.5987e-08  2.8442e-08  3.9840e-08  4.6719e-08  4.8321e-08  6.0964e-08  6.1415e-08  5.5363e-08  4.8089e-08  3.9843e-08  6.7408e-09  8.8558e-09  7.8509e-09  6.1972e-09  7.8057e-09  3.3949e-09  2.4308e-09  1.4310e-09  3.1924e-09  3.7010e-09  1.1460e-08  0.
23_18   2.2669e-08  3.7198e-08  5.2379e-08  5.3777e-08  5.4074e-08  6.2355e-08  5.1961e-08  3.8872e-08  2.4657e-08  1.7997e-08  6.5856e-09  8.8905e-09  6.1600e-09  5.2039e-09  6.9863e-09  2.3118e-09  1.6444e-09  7.8416e-10  1.4087e-09  5.7608e-09  1.5960e-08  0.
23_19   2.2669e-08  3.9576e-08  5.5192e-08  5.7087e-08  5.8793e-08  5.9096e-08  5.1367e-08  4.0785e-08  2.7470e-08  2.0746e-08  7.3529e-09  9.5708e-09  6.9963e-09  5.9495e-09  7.7353e-09  2.4906e-09  1.6585e-09  8.4459e-10  2.0145e-09  6.3554e-09  1.7443e-08  0.
23_20   2.0715e-08  3.8974e-08  5.5828e-08  5.7314e-08  6.0901e-08  6.0742e-08  5.5450e-08  4.6732e-08  3.3573e-08  2.5817e-08  7.6083e-09  1.0006e-08  7.9857e-09  6.5252e-09  8.2952e-09  2.7113e-09  1.6981e-09  1.1074e-09  2.8809e-09  5.7704e-09  1.7238e-08  0.
23_21   2.1786e-08  4.0947e-08  6.0730e-08  6.3276e-08  7.0437e-08  6.9380e-08  6.5981e-08  5.8291e-08  4.4411e-08  3.4561e-08  8.5987e-09  1.1805e-08  1.0257e-08  7.6291e-09  1.0033e-08  3.2011e-09  2.0655e-09  1.4041e-09  3.6579e-09  5.8769e-09  1.7463e-08  0.
23_22   2.5732e-08  4.1433e-08  6.3043e-08  6.6922e-08  7.4832e-08  7.7211e-08  7.4952e-08  6.7431e-08  5.3915e-08  4.2831e-08  9.4600e-09  1.3391e-08  1.1999e-08  8.4828e-09  1.1310e-08  3.7809e-09  2.6739e-09  1.5704e-09  3.9166e-09  5.7639e-09  1.6726e-08  0.
24_19   2.3402e-08  4.3427e-08  5.8085e-08  6.3165e-08  6.4192e-08  6.2282e-08  5.5326e-08  4.4377e-08  3.1870e-08  2.4242e-08  7.7314e-09  9.3986e-09  7.2726e-09  6.6303e-09  8.2567e-09  2.7231e-09  2.2853e-09  8.6643e-10  2.3184e-09  6.5173e-09  1.7840e-08  0.
24_20   2.5673e-08  4.1413e-08  5.6718e-08  6.1705e-08  6.6345e-08  6.2405e-08  5.7721e-08  4.8297e-08  3.5707e-08  2.7034e-08  7.8575e-09  9.9338e-09  8.5463e-09  7.3944e-09  8.9633e-09  3.2277e-09  2.3231e-09  8.1937e-10  3.0980e-09  6.0373e-09  1.7048e-08  0.
24_21   2.6933e-08  4.3903e-08  6.3330e-08  6.9984e-08  7.7856e-08  7.1132e-08  6.6993e-08  5.8489e-08  4.4496e-08  3.4059e-08  9.1955e-09  1.2485e-08  1.1570e-08  8.8815e-09  1.1211e-08  4.0072e-09  2.5757e-09  1.0789e-09  3.5495e-09  6.1808e-09  1.7840e-08  0.
24_22   2.6437e-08  4.5531e-08  6.8619e-08  7.7502e-08  8.7944e-08  7.9983e-08  7.6342e-08  6.8474e-08  5.4022e-08  4.2409e-08  1.0519e-08  1.4943e-08  1.4092e-08  1.0184e-08  1.3335e-08  4.6930e-09  3.0994e-09  1.4690e-09  3.3788e-09  6.5333e-09  1.8210e-08  0.
