X_Y   CO J=1-0   C2H N=1-0 J=3/2-1/2 F=2-1   C3H2 J=2-1 K+=1-0 K-=2-1   CS J=2-1   HCN J=1-0 F=2-1   HCO+ J=1-0   HNC J=1-0   SO J=3-2 K=2-1
6_35   8.0681E-09   2.7114E-10   7.2760E-11   8.4357E-11   1.2304E-10   4.6895E-10   8.3917E-11   4.1737E-12
7_35   7.0543E-09   2.9803E-10   9.8215E-11   8.8724E-11   6.6120E-11   2.4604E-10   1.9609E-10   1.4373E-11
8_35   6.5030E-09   2.2008E-10   1.2225E-11   7.6466E-11   8.7807E-11   1.6414E-10   1.7648E-10   3.0135E-11
9_35   6.2295E-09   1.4979E-10   -4.4165E-12   4.1451E-11   1.4633E-10   2.0755E-10   1.6198E-11   3.2450E-11
10_35   6.2220E-09   1.1328E-10   4.1941E-11   4.3019E-11   9.8926E-11   2.8527E-10   -3.0767E-11   3.9328E-11
11_35   6.2293E-09   1.2667E-10   7.5443E-11   6.6771E-11   9.0529E-11   2.5330E-10   3.6040E-12   9.4454E-11
12_35   6.1346E-09   2.4863E-10   9.1072E-11   7.7852E-11   1.3560E-10   2.4945E-10   5.0387E-11   1.1429E-10
13_35   6.1807E-09   3.0710E-10   1.0388E-11   7.6838E-11   1.4754E-10   2.5131E-10   6.7774E-11   9.4118E-11
14_35   6.8741E-09   2.6993E-10   -2.9796E-11   1.0081E-10   1.6561E-10   3.5728E-10   6.9651E-11   1.0415E-10
15_35   9.0424E-09   2.0167E-10   1.1435E-10   8.5583E-11   1.4094E-10   5.0271E-10   4.1963E-11   1.2336E-10
16_35   1.3263E-08   2.4539E-10   4.9983E-11   1.3157E-10   3.2064E-10   6.8374E-10   1.3509E-10   1.1091E-10
17_35   1.9151E-08   2.3640E-10   3.1764E-11   2.9172E-10   4.7455E-10   8.8611E-10   3.1135E-10   1.1249E-10
18_35   2.5180E-08   2.4628E-10   7.2820E-11   3.8519E-10   5.4532E-10   9.7726E-10   3.7613E-10   1.4866E-10
19_35   2.9643E-08   2.9205E-10   8.1712E-11   4.3295E-10   6.5054E-10   1.0256E-09   5.0360E-10   2.2139E-10
20_35   3.3163E-08   2.9670E-10   9.6419E-11   5.5778E-10   8.2223E-10   1.2391E-09   5.3065E-10   3.6148E-10
21_35   3.6956E-08   3.4498E-10   -2.6231E-11   7.4526E-10   8.9466E-10   1.3609E-09   6.1902E-10   5.6279E-10
22_35   4.0271E-08   3.1074E-10   -8.7345E-11   9.5555E-10   9.2323E-10   1.4419E-09   7.5121E-10   8.1696E-10
23_35   4.1787E-08   3.4784E-10   9.0745E-11   1.1525E-09   1.1319E-09   1.4789E-09   7.4415E-10   9.7374E-10
24_35   4.0686E-08   3.4460E-10   1.6462E-10   1.2794E-09   1.2920E-09   1.6092E-09   6.1258E-10   9.9485E-10
25_35   3.6512E-08   3.6370E-10   1.7947E-10   1.2045E-09   1.1268E-09   1.5931E-09   6.0778E-10   8.9667E-10
26_35   2.9468E-08   3.5249E-10   9.9989E-11   9.5324E-10   8.9583E-10   1.3716E-09   6.2951E-10   6.8419E-10
27_35   2.0865E-08   2.0637E-10   8.4461E-11   6.5621E-10   7.0836E-10   1.0145E-09   4.9737E-10   4.3594E-10
28_35   1.3154E-08   1.5710E-10   5.5576E-11   3.7458E-10   4.3139E-10   5.9917E-10   3.7449E-10   2.4092E-10
29_35   7.9558E-09   1.5020E-10   4.8659E-11   1.4045E-10   2.2232E-10   2.2651E-10   2.7637E-10   1.6459E-10
30_35   5.3554E-09   1.3428E-10   -1.3537E-10   1.8428E-11   5.2507E-11   1.0821E-10   1.2954E-10   1.3749E-10
31_35   4.3567E-09   9.9279E-11   -8.9707E-11   6.4838E-11   1.1054E-10   6.4567E-11   1.1245E-10   1.2446E-10
32_35   3.9051E-09   1.2860E-11   -3.9424E-11   5.8360E-11   1.9416E-10   7.4979E-11   1.2269E-10   1.0237E-10
33_35   3.7249E-09   -1.2929E-10   -5.9340E-11   -2.7098E-11   1.2973E-10   2.4400E-11   8.1971E-11   1.5200E-11
34_35   3.6281E-09   -1.4837E-10   3.6262E-12   8.3464E-12   5.3028E-11   1.2920E-11   8.5802E-11   -2.7374E-11
35_35   3.4296E-09   -9.1620E-11   5.8088E-11   4.4241E-11   -3.7186E-11   6.6871E-11   8.7566E-11   -1.9001E-12
36_35   3.1826E-09   -1.4880E-11   4.9362E-12   3.0685E-11   -3.8744E-11   5.1775E-11   1.0439E-10   -2.0688E-12
37_35   2.9352E-09   1.9260E-10   -7.9176E-11   4.8274E-11   5.2340E-11   1.1195E-10   1.1271E-10   2.8714E-11
38_35   2.8110E-09   1.8627E-10   4.2278E-11   3.7740E-11   5.9780E-11   8.0973E-11   1.1046E-10   5.6695E-11
39_35   2.8719E-09   1.3550E-10   3.5285E-11   2.0845E-11   1.8554E-11   2.3614E-11   3.9487E-11   7.8328E-11
40_35   2.8582E-09   -7.1409E-11   5.0644E-11   3.9901E-11   7.9501E-11   -5.1633E-11   8.6471E-12   1.0819E-10
41_35   2.8101E-09   3.8864E-11   6.5268E-11   1.1459E-11   1.1231E-10   6.2527E-11   1.9399E-13   1.1531E-10
42_35   2.8957E-09   8.0317E-11   6.0118E-11   -2.3839E-11   6.2210E-11   1.6291E-10   6.2801E-11   1.2314E-10
43_35   3.0390E-09   -6.4471E-12   -9.6695E-11   -4.3746E-11   1.1261E-10   1.1318E-10   1.4263E-10   1.3546E-10
44_35   3.0895E-09   -3.3490E-11   -1.1518E-11   -4.8144E-11   4.3957E-11   -2.5765E-11   1.9918E-11   7.7064E-11
0_36   5.7670E-08   7.7481E-10   2.1997E-10   5.4741E-10   1.0333E-09   1.9892E-09   4.9531E-10   2.5589E-10
1_36   4.6799E-08   7.8004E-10   1.8034E-10   3.9131E-10   8.3880E-10   1.7743E-09   4.0678E-10   2.5859E-10
2_36   3.2541E-08   6.4575E-10   1.9489E-10   2.3783E-10   6.0285E-10   1.4221E-09   3.3454E-10   1.4348E-10
3_36   1.9658E-08   5.5116E-10   9.8523E-11   1.3249E-10   4.1238E-10   1.0342E-09   2.6851E-10   8.2646E-11
4_36   1.1913E-08   5.0764E-10   2.0294E-10   7.5140E-11   3.2224E-10   7.7872E-10   1.4446E-10   5.8157E-11
5_36   8.7177E-09   4.0900E-10   1.1732E-10   7.4778E-11   1.8887E-10   6.6733E-10   8.9876E-11   8.1393E-12
6_36   7.5766E-09   3.8444E-10   5.7280E-11   6.9048E-11   1.0011E-10   4.1164E-10   8.3413E-11   -1.1084E-11
7_36   6.9548E-09   3.6096E-10   1.3696E-10   5.7439E-11   7.5832E-11   2.2851E-10   1.2503E-10   -4.2920E-11
8_36   6.4490E-09   2.6226E-10   5.5478E-11   6.0008E-11   9.9377E-11   1.5892E-10   8.9760E-11   -4.5950E-11
9_36   6.0866E-09   2.0550E-10   2.3032E-11   4.0492E-11   1.2735E-10   1.3310E-10   5.7602E-11   -1.3164E-11
10_36   5.9364E-09   1.4426E-10   1.3380E-10   5.0558E-11   4.7833E-11   1.5779E-10   5.6356E-11   2.9260E-11
11_36   5.7862E-09   1.2956E-10   9.4442E-11   7.7486E-11   3.5778E-11   1.7019E-10   2.7905E-11   9.4895E-11
12_36   5.4906E-09   1.9267E-10   7.7306E-11   8.7516E-11   9.9615E-11   2.0224E-10   6.0074E-11   1.0304E-10
13_36   5.3589E-09   2.2490E-10   1.0293E-10   9.2492E-11   1.5413E-10   2.3621E-10   1.3080E-10   6.0081E-11
14_36   5.8032E-09   2.0013E-10   5.3911E-11   1.3826E-10   2.0200E-10   2.9355E-10   1.2842E-10   4.7456E-11
15_36   7.3327E-09   2.2359E-10   8.0797E-11   1.2976E-10   2.1903E-10   4.4718E-10   5.9644E-11   5.5208E-11
16_36   1.0368E-08   2.4515E-10   -8.9197E-12   1.2705E-10   2.6477E-10   6.1424E-10   1.7747E-10   3.6927E-11
17_36   1.4685E-08   2.3396E-10   1.3883E-11   1.8481E-10   3.4102E-10   8.0034E-10   2.8297E-10   4.0051E-11
18_36   1.9232E-08   2.1022E-10   4.3579E-11   2.3027E-10   4.7762E-10   8.4391E-10   3.1269E-10   9.7882E-11
19_36   2.2416E-08   3.2778E-10   1.1497E-10   2.9032E-10   5.5904E-10   8.5673E-10   3.9931E-10   1.4784E-10
20_36   2.4408E-08   1.7503E-10   2.2557E-11   3.9417E-10   6.7777E-10   1.0054E-09   4.0375E-10   2.0727E-10
21_36   2.6636E-08   1.7744E-10   -2.1394E-12   5.5484E-10   6.8618E-10   1.1141E-09   4.5452E-10   3.2656E-10
22_36   2.9028E-08   2.6031E-10   5.6418E-11   7.1023E-10   7.2675E-10   1.1656E-09   5.5752E-10   4.7193E-10
23_36   3.0433E-08   2.4451E-10   7.3530E-12   8.2803E-10   8.3773E-10   1.0918E-09   5.1832E-10   5.7741E-10
24_36   2.9645E-08   2.6277E-10   7.0885E-12   8.9554E-10   9.1235E-10   1.0983E-09   4.0701E-10   6.0037E-10
25_36   2.5851E-08   3.1886E-10   3.3896E-11   7.6509E-10   7.2087E-10   1.0291E-09   4.0233E-10   5.0605E-10
26_36   1.9830E-08   1.9112E-10   -2.3334E-11   5.3089E-10   4.5979E-10   8.3652E-10   3.8109E-10   3.6759E-10
27_36   1.3388E-08   6.9979E-11   -1.1996E-10   3.5434E-10   2.9561E-10   5.2481E-10   2.2658E-10   2.2769E-10
28_36   8.4053E-09   3.1928E-11   -5.1278E-11   2.0724E-10   1.5562E-10   2.2694E-10   1.0303E-10   1.1110E-10
29_36   5.4998E-09   -1.3440E-10   -1.5279E-11   7.5425E-11   1.4470E-10   4.3573E-11   1.0773E-10   3.8855E-11
30_36   4.1867E-09   -1.3611E-10   -9.0506E-11   9.0450E-12   3.8390E-11   -2.4288E-11   1.2021E-10   1.6659E-11
31_36   3.6896E-09   6.0668E-11   2.6085E-11   4.1963E-11   7.9190E-11   -9.0952E-11   1.2816E-10   3.2871E-11
32_36   3.4216E-09   1.1400E-10   -3.3633E-11   6.5022E-11   2.0462E-10   1.4159E-11   3.3029E-11   4.9125E-11
33_36   3.2769E-09   -3.7864E-11   -5.9217E-11   2.2706E-11   2.0571E-10   -1.0365E-11   8.0665E-12   3.3250E-11
34_36   3.1827E-09   1.7131E-11   -2.5024E-11   3.3517E-11   4.1083E-11   -7.3450E-11   1.5572E-10   4.7402E-13
35_36   3.0950E-09   2.3595E-11   2.4563E-11   6.4745E-11   -1.0761E-10   -9.6281E-11   1.7090E-10   -1.7802E-12
36_36   2.9971E-09   8.5708E-11   1.2384E-10   5.4264E-11   -3.9457E-12   -7.6495E-11   1.4141E-10   5.1898E-13
37_36   2.8415E-09   2.2498E-10   5.6500E-12   4.8938E-11   9.0746E-11   2.7275E-11   4.4577E-11   1.7110E-11
38_36   2.7146E-09   4.0870E-11   2.2363E-11   1.5997E-11   5.8784E-13   7.5817E-11   -1.8245E-11   8.6963E-11
39_36   2.7147E-09   6.5007E-11   4.7584E-12   -2.4227E-12   -1.7344E-11   2.8416E-11   -8.8947E-11   1.1812E-10
40_36   2.6754E-09   -6.4700E-11   -5.2048E-11   4.1240E-11   4.9722E-11   -6.3990E-11   -3.5701E-11   9.3823E-11
41_36   2.6456E-09   -5.6054E-11   -5.2947E-12   8.9600E-12   9.7207E-11   3.9567E-11   7.8661E-12   1.0176E-10
42_36   2.7703E-09   9.3101E-12   -5.6398E-11   -3.8318E-11   8.7148E-11   8.9745E-11   3.4721E-11   1.0391E-10
43_36   2.9499E-09   7.6303E-11   -1.3529E-10   -4.4548E-11   1.3575E-10   7.4504E-11   7.7752E-11   8.1529E-11
44_36   3.0366E-09   1.2217E-10   -4.9169E-11   -4.1355E-11   4.5340E-11   3.8531E-11   5.9014E-11   3.6939E-11
0_37   4.6791E-08   7.1716E-10   3.0681E-10   4.3173E-10   7.1860E-10   1.6704E-09   3.5914E-10   2.1346E-10
1_37   3.5808E-08   6.4640E-10   2.0005E-10   2.7271E-10   5.2646E-10   1.4499E-09   2.7015E-10   1.8584E-10
2_37   2.4253E-08   5.9701E-10   1.6785E-10   1.5298E-10   3.9899E-10   1.1326E-09   1.8822E-10   1.3580E-10
3_37   1.5058E-08   5.7955E-10   1.3944E-10   1.2981E-10   3.3376E-10   8.9029E-10   1.5769E-10   9.0884E-11
4_37   9.8343E-09   5.0622E-10   3.2468E-10   1.6560E-10   2.9953E-10   6.7995E-10   1.2179E-10   4.4398E-11
5_37   7.8795E-09   3.9262E-10   1.2295E-10   2.0458E-10   2.4422E-10   5.0234E-10   9.1917E-11   2.3119E-11
6_37   7.2905E-09   4.0176E-10   5.6057E-11   1.6023E-10   1.4578E-10   4.1152E-10   1.0863E-10   9.5603E-12
7_37   6.8806E-09   2.5872E-10   2.2326E-11   9.6839E-11   8.0237E-11   3.1474E-10   1.2109E-10   -2.3881E-11
8_37   6.4184E-09   2.5811E-10   2.3504E-11   6.5090E-11   1.1743E-10   2.1736E-10   6.1150E-11   -3.0656E-11
9_37   5.9843E-09   3.3216E-10   5.4973E-11   4.2536E-11   1.1705E-10   1.8167E-10   4.7598E-11   1.4781E-11
10_37   5.7383E-09   2.4703E-10   1.2688E-10   8.4338E-11   5.6215E-11   1.8032E-10   8.0591E-11   4.4932E-11
11_37   5.5461E-09   1.3687E-10   1.3583E-10   1.1571E-10   5.5764E-11   1.6553E-10   9.0773E-11   5.9971E-11
12_37   5.1844E-09   1.6777E-10   8.2946E-11   1.0380E-10   6.2180E-11   1.7815E-10   9.3602E-11   5.5843E-11
13_37   4.9563E-09   2.5355E-10   1.5968E-11   9.5661E-11   1.0476E-10   2.0675E-10   1.4155E-10   3.1025E-11
14_37   5.2282E-09   2.1238E-10   4.3328E-11   1.2478E-10   2.3316E-10   2.6123E-10   1.3354E-10   2.5803E-11
15_37   6.2083E-09   2.1735E-10   1.1515E-10   1.3091E-10   2.4366E-10   3.0695E-10   7.7674E-11   3.7596E-12
16_37   8.0052E-09   2.4880E-10   5.0986E-11   9.8086E-11   2.0955E-10   4.1231E-10   1.4555E-10   -1.1950E-11
17_37   1.0452E-08   1.8864E-10   4.2986E-11   8.4261E-11   2.3325E-10   5.8714E-10   2.1422E-10   2.0481E-11
18_37   1.3027E-08   1.4645E-10   -9.6790E-12   1.2627E-10   3.4269E-10   6.1415E-10   2.3018E-10   7.9196E-11
19_37   1.4791E-08   2.7180E-10   3.9449E-11   1.9783E-10   3.7948E-10   5.6637E-10   2.5950E-10   8.7019E-11
20_37   1.5569E-08   1.3168E-10   -1.4037E-11   2.6766E-10   4.6701E-10   6.6310E-10   2.7543E-10   8.8885E-11
21_37   1.6352E-08   1.6278E-10   -8.7653E-11   3.7440E-10   4.0657E-10   7.7838E-10   3.2390E-10   1.3846E-10
22_37   1.7490E-08   2.1576E-10   1.7936E-11   4.6097E-10   3.2081E-10   7.0084E-10   3.4529E-10   2.1800E-10
23_37   1.8335E-08   2.6060E-10   -8.0772E-11   4.7511E-10   4.1559E-10   6.1721E-10   2.7569E-10   3.0231E-10
24_37   1.7867E-08   3.0366E-10   -1.0096E-10   4.8833E-10   5.0499E-10   5.9058E-10   1.7488E-10   3.1008E-10
25_37   1.5278E-08   2.2402E-10   -4.1379E-11   3.8245E-10   3.9953E-10   5.0348E-10   1.8235E-10   2.2662E-10
26_37   1.1425E-08   1.5153E-10   -5.2714E-11   2.4906E-10   1.6756E-10   4.1180E-10   1.7645E-10   1.3591E-10
27_37   7.7099E-09   1.3747E-10   -1.6382E-10   1.9531E-10   4.1045E-11   2.0425E-10   1.2741E-10   7.4483E-11
28_37   5.1462E-09   9.3460E-11   -1.6260E-10   1.3064E-10   8.8443E-11   8.1375E-11   7.7721E-11   3.7583E-11
29_37   3.9298E-09   -1.0978E-10   -5.0396E-11   6.5902E-11   1.4298E-10   1.4929E-11   8.2582E-11   -9.9687E-12
30_37   3.5507E-09   -9.3479E-11   -2.5110E-11   3.2726E-11   4.6903E-11   -4.4101E-11   1.0821E-10   -4.7989E-12
31_37   3.4233E-09   7.1209E-11   -1.1365E-10   5.4316E-11   6.9420E-11   -5.4764E-11   7.6862E-11   2.6844E-11
32_37   3.2839E-09   6.2328E-11   -9.1468E-11   1.1763E-10   1.5770E-10   4.6136E-11   -3.7598E-13   2.4498E-11
33_37   3.1328E-09   4.9573E-11   -4.6264E-11   1.3533E-10   1.0966E-10   5.8958E-11   -4.6817E-11   -7.2569E-14
34_37   3.0106E-09   9.1028E-11   2.1131E-11   9.9781E-11   -3.7091E-11   -2.6153E-11   9.0457E-11   -4.0632E-11
35_37   2.9556E-09   1.2089E-10   6.7311E-11   5.7755E-11   -1.5591E-10   -1.5239E-10   1.0099E-10   -3.1881E-11
36_37   2.8282E-09   9.3257E-11   4.8504E-11   5.1881E-11   2.7474E-11   -2.2259E-10   3.5693E-11   -1.6069E-11
37_37   2.6484E-09   2.7454E-11   -1.0348E-10   3.3594E-11   2.1123E-10   -1.7091E-10   2.1647E-11   -1.0604E-11
38_37   2.5365E-09   -1.4352E-10   -3.2374E-12   3.9863E-12   1.0673E-10   -2.7428E-11   -4.5893E-11   5.6585E-11
39_37   2.5690E-09   -7.2481E-11   -1.4285E-11   -6.5783E-12   9.6609E-12   7.8905E-12   -9.7993E-11   9.5859E-11
40_37   2.5913E-09   -3.3419E-11   -7.8590E-12   3.8683E-11   1.8055E-11   -1.3076E-11   -4.1126E-11   5.1082E-11
41_37   2.5743E-09   -1.4256E-11   -2.4051E-11   3.1216E-11   2.2847E-11   5.7868E-11   -1.4320E-13   4.7922E-11
42_37   2.6572E-09   -1.2403E-11   -1.0626E-10   -1.7685E-12   4.3972E-11   1.0635E-10   5.5351E-11   5.9753E-11
43_37   2.7912E-09   2.6065E-11   -1.1871E-10   2.1178E-11   5.6972E-11   9.4101E-11   9.2851E-11   3.5536E-11
44_37   2.8699E-09   8.3133E-11   -2.4754E-10   1.0629E-11   -2.2573E-11   1.0239E-10   5.4289E-11   -9.6999E-12
0_38   3.6054E-08   7.3380E-10   2.2732E-10   3.3709E-10   5.5282E-10   1.5541E-09   2.9547E-10   1.9325E-10
1_38   2.6091E-08   6.4986E-10   1.0693E-10   2.2179E-10   3.1169E-10   1.2419E-09   1.8691E-10   1.5199E-10
2_38   1.7619E-08   4.7693E-10   1.9544E-11   1.4379E-10   2.1989E-10   8.9662E-10   1.6397E-10   1.2557E-10
3_38   1.1849E-08   3.7531E-10   7.4106E-11   1.2412E-10   2.4382E-10   7.5820E-10   1.0850E-10   6.8841E-11
4_38   8.7295E-09   3.5566E-10   1.0610E-10   1.6634E-10   1.6104E-10   6.1180E-10   9.3206E-11   2.1784E-12
5_38   7.5432E-09   2.3330E-10   5.8605E-11   2.2966E-10   2.0098E-10   4.0516E-10   5.2879E-11   3.2665E-11
6_38   7.1190E-09   2.8283E-10   2.2020E-11   1.7483E-10   2.0927E-10   3.0709E-10   3.1896E-11   6.4009E-11
7_38   6.6596E-09   2.3323E-10   -1.1245E-11   8.3391E-11   9.7332E-11   2.6799E-10   1.3112E-10   5.5365E-11
8_38   6.1539E-09   2.0783E-10   6.6526E-11   4.9211E-11   1.3103E-10   2.1410E-10   1.1610E-10   4.2557E-11
9_38   5.8157E-09   2.3422E-10   1.3491E-10   6.1275E-11   1.3232E-10   1.4423E-10   6.1966E-11   4.9323E-11
10_38   5.7092E-09   2.3834E-10   1.0876E-10   1.0866E-10   7.7926E-11   1.9060E-10   9.2020E-11   4.1326E-11
11_38   5.5476E-09   1.1152E-10   8.2783E-11   1.3318E-10   7.3225E-11   2.3112E-10   1.1393E-10   2.2455E-11
12_38   5.1868E-09   1.1614E-10   -2.4136E-11   1.4404E-10   6.7184E-11   1.4895E-10   1.0351E-10   3.5646E-11
13_38   4.9381E-09   2.1443E-10   -9.8341E-11   1.1731E-10   1.2042E-10   1.0338E-10   1.1105E-10   3.8353E-11
14_38   5.0215E-09   1.9152E-10   -4.8647E-11   8.1549E-11   1.9054E-10   1.2082E-10   9.6170E-11   2.3028E-11
15_38   5.5274E-09   1.6045E-10   5.4453E-11   9.8957E-11   1.5948E-10   1.4892E-10   5.9806E-11   -4.5558E-12
16_38   6.4098E-09   1.5328E-10   7.3315E-11   9.0310E-11   1.6781E-10   2.7562E-10   7.9559E-11   3.7929E-12
17_38   7.4419E-09   2.0880E-10   2.7733E-11   7.7755E-11   1.8899E-10   3.8486E-10   1.7034E-10   6.3198E-11
18_38   8.4030E-09   1.3405E-10   5.6989E-11   1.1459E-10   2.3116E-10   3.8937E-10   2.0832E-10   9.1830E-11
19_38   9.0538E-09   1.2003E-10   2.5293E-11   1.5928E-10   2.5792E-10   3.5880E-10   2.2277E-10   5.3712E-11
20_38   9.1845E-09   9.6917E-11   3.9981E-11   1.6978E-10   3.1425E-10   3.7294E-10   2.3811E-10   4.2852E-11
21_38   9.1929E-09   1.3418E-10   9.4114E-11   2.2375E-10   2.0247E-10   3.7589E-10   2.7473E-10   7.7445E-11
22_38   9.4757E-09   1.4153E-10   7.9789E-11   2.7818E-10   3.4247E-11   2.2230E-10   2.0960E-10   1.2650E-10
23_38   9.7704E-09   1.0194E-10   3.8173E-11   2.7476E-10   2.0262E-10   3.1361E-10   9.4940E-11   1.8169E-10
24_38   9.5299E-09   1.6551E-10   2.1918E-11   2.4966E-10   3.0662E-10   3.0005E-10   3.1277E-11   1.7016E-10
25_38   8.2598E-09   1.4261E-10   -4.7424E-11   1.7769E-10   1.6864E-10   2.0632E-10   7.7168E-11   1.0024E-10
26_38   6.4942E-09   6.1227E-11   -1.1241E-10   1.3623E-10   7.2293E-11   1.0470E-10   7.0763E-11   3.7486E-11
27_38   4.9126E-09   2.0327E-11   -1.4381E-10   1.3206E-10   5.7129E-11   1.1810E-11   4.9977E-11   5.7909E-12
28_38   3.8538E-09   -3.5183E-11   -1.2590E-10   1.0559E-10   1.4199E-10   3.9224E-11   7.4202E-11   3.1419E-11
29_38   3.4542E-09   -6.8066E-11   5.5112E-11   8.3460E-11   1.2073E-10   7.7741E-11   9.9286E-11   5.2028E-11
30_38   3.4414E-09   -1.6383E-11   8.4360E-11   5.8562E-11   1.4357E-11   1.0875E-10   7.4307E-11   7.8546E-11
31_38   3.3925E-09   -8.5899E-12   6.2209E-12   5.4694E-11   1.1198E-10   4.8770E-11   2.6285E-12   9.8245E-11
32_38   3.2685E-09   -6.4708E-11   5.8562E-11   1.1150E-10   1.7284E-10   -5.4711E-11   -1.7699E-11   8.4817E-11
33_38   3.1854E-09   -2.2451E-11   -8.7046E-11   1.5845E-10   1.4523E-10   -3.3136E-11   -4.1314E-11   6.5872E-12
34_38   3.1057E-09   -6.1379E-11   -4.8370E-11   1.3231E-10   6.3557E-11   -4.8621E-11   5.4423E-12   -7.4754E-11
35_38   2.9960E-09   -2.9831E-11   1.3547E-10   5.1958E-11   -1.8765E-11   -5.6933E-11   9.1978E-11   -5.9657E-11
36_38   2.7444E-09   3.4217E-12   1.2796E-10   2.4448E-11   4.0256E-11   -1.0274E-10   6.6978E-11   -2.7518E-11
37_38   2.4988E-09   -1.5117E-12   -3.5427E-11   8.6544E-12   1.4702E-10   -1.4639E-10   2.6637E-11   -1.7640E-11
38_38   2.4191E-09   1.9160E-11   1.4339E-11   1.5267E-11   1.2539E-10   -5.8469E-11   -5.9242E-11   7.6780E-12
39_38   2.5142E-09   2.2052E-11   -2.2831E-11   1.1925E-11   1.0661E-10   3.4127E-11   -8.7938E-11   5.3371E-11
40_38   2.5905E-09   -8.2268E-11   -7.3715E-11   2.5071E-11   1.4364E-11   9.8717E-12   -2.3398E-11   4.9933E-11
41_38   2.5325E-09   -4.3143E-11   5.8037E-11   3.0231E-11   -6.2011E-11   5.2800E-11   8.3459E-12   5.1880E-11
42_38   2.5151E-09   7.8432E-12   4.0481E-11   3.6954E-11   -8.4274E-12   1.8838E-10   3.5456E-11   6.6864E-11
43_38   2.5996E-09   3.6311E-12   1.8868E-11   7.1872E-11   5.6855E-11   5.5196E-11   7.2383E-11   4.6919E-11
44_38   2.6919E-09   -2.3023E-11   -5.0444E-11   5.1679E-11   6.7605E-11   -9.3270E-12   2.9726E-11   -2.3629E-11
0_39   2.8379E-08   7.3490E-10   1.6062E-10   3.1765E-10   5.0628E-10   1.5674E-09   2.7371E-10   1.7351E-10
1_39   1.9885E-08   6.1269E-10   1.0725E-11   2.6889E-10   3.3813E-10   1.1722E-09   1.7434E-10   1.0525E-10
2_39   1.3660E-08   3.5906E-10   -1.5419E-11   2.0447E-10   2.4409E-10   8.2880E-10   1.4044E-10   8.4702E-11
3_39   1.0042E-08   3.4362E-10   7.2301E-11   1.3535E-10   2.2554E-10   6.7914E-10   5.3263E-11   7.8059E-11
4_39   8.2440E-09   3.7992E-10   9.3731E-11   1.1220E-10   1.7047E-10   5.6665E-10   6.1735E-11   4.2201E-11
5_39   7.4206E-09   2.6315E-10   4.0854E-11   1.0970E-10   1.2816E-10   4.2185E-10   7.9779E-11   5.7254E-11
6_39   6.9680E-09   2.8287E-10   1.7113E-11   4.1856E-11   1.1848E-10   2.5552E-10   4.6091E-11   9.2527E-11
7_39   6.4617E-09   2.4888E-10   6.0222E-11   -4.7019E-12   6.6740E-11   2.1558E-10   9.9817E-11   9.4154E-11
8_39   5.9637E-09   1.6192E-10   1.0932E-10   3.0720E-11   6.2929E-11   1.4762E-10   1.2506E-10   5.2075E-11
9_39   5.7398E-09   1.4475E-10   1.5602E-10   6.2401E-11   6.0165E-11   1.2961E-10   9.7531E-11   2.7699E-11
10_39   5.7369E-09   1.9379E-10   6.2677E-11   8.8720E-11   9.7578E-11   1.6267E-10   6.0709E-11   4.7522E-11
11_39   5.5813E-09   1.7426E-10   -2.6608E-12   1.1761E-10   9.4068E-11   2.5359E-10   2.8897E-11   5.4543E-11
12_39   5.2682E-09   1.3331E-10   -8.2963E-11   1.4121E-10   4.6612E-11   2.3150E-10   4.3125E-11   7.0805E-11
13_39   5.0261E-09   1.4703E-10   -9.5152E-11   1.0338E-10   5.0851E-11   1.6532E-10   9.8978E-11   7.2756E-11
14_39   4.8851E-09   1.4173E-10   -2.3399E-11   8.1366E-11   8.8975E-11   1.1121E-10   9.5229E-11   5.6331E-11
15_39   4.9920E-09   1.4969E-10   -4.1554E-12   1.1603E-10   1.0563E-10   8.0085E-11   5.0196E-11   7.4322E-11
16_39   5.4080E-09   1.7609E-10   -1.1208E-11   9.9425E-11   1.0753E-10   1.9142E-10   5.3467E-11   1.0549E-10
17_39   5.7987E-09   1.9273E-10   -1.2340E-11   5.9564E-11   9.5580E-11   2.5095E-10   5.1652E-11   1.3984E-10
18_39   5.9963E-09   4.1211E-11   7.0525E-11   4.4832E-11   1.2538E-10   2.0813E-10   4.9151E-11   1.1152E-10
19_39   6.0978E-09   -2.7960E-11   -6.3357E-12   1.0717E-10   1.7965E-10   1.4542E-10   1.5783E-10   3.1600E-11
20_39   5.9762E-09   -5.4898E-11   2.2914E-11   1.4289E-10   1.5419E-10   1.8251E-10   1.6540E-10   1.4617E-11
21_39   5.7587E-09   -3.7288E-11   1.6238E-11   1.6816E-10   7.3995E-11   2.3014E-10   1.2620E-10   3.5192E-11
22_39   5.7326E-09   5.4189E-11   -1.1885E-10   1.8195E-10   -1.7214E-11   8.3325E-11   9.0356E-11   7.8058E-11
23_39   5.7857E-09   -1.3879E-11   5.2352E-11   1.8267E-10   6.9321E-11   7.1474E-11   9.7506E-11   1.3382E-10
24_39   5.7097E-09   9.2291E-11   8.8394E-11   1.5413E-10   1.3297E-10   1.1384E-10   5.4934E-11   1.3571E-10
25_39   5.2277E-09   1.7663E-10   -9.6400E-12   9.9796E-11   9.0969E-11   7.3900E-11   7.7974E-11   1.1006E-10
26_39   4.5534E-09   7.8335E-11   -6.8592E-11   9.5370E-11   1.9184E-11   -1.8929E-12   8.5567E-11   1.0519E-10
