X_Y   CO J=1-0   C2H N=1-0 J=3/2-1/2 F=2-1   C3H2 J=2-1 K+=1-0 K-=2-1   CS J=2-1   HCN J=1-0 F=2-1   HCO+ J=1-0   HNC J=1-0   SO J=3-2 K=2-1
6_21   1.5924E-10   4.7038E-11   4.1776E-11   3.5574E-11   2.9489E-11   3.4454E-11   3.2766E-11   3.8319E-11
7_21   1.7165E-10   4.2738E-11   3.8778E-11   3.8264E-11   2.7527E-11   3.2150E-11   3.7390E-11   4.5593E-11
8_21   1.6749E-10   4.0642E-11   4.9437E-11   3.9997E-11   3.7524E-11   3.0122E-11   3.6403E-11   4.1600E-11
9_21   1.7816E-10   4.2307E-11   3.5118E-11   3.9009E-11   4.1201E-11   2.7988E-11   4.1140E-11   3.5328E-11
10_21   1.9565E-10   3.9085E-11   2.8838E-11   4.2969E-11   3.4624E-11   4.0516E-11   3.7963E-11   3.2738E-11
11_21   2.0387E-10   3.5091E-11   3.4996E-11   4.1860E-11   2.9824E-11   4.0000E-11   4.4480E-11   3.4635E-11
12_21   1.8716E-10   3.3910E-11   3.8799E-11   3.8277E-11   2.5594E-11   3.7017E-11   4.2195E-11   3.8510E-11
13_21   1.5397E-10   3.9376E-11   3.9437E-11   4.0559E-11   2.8699E-11   3.0993E-11   3.8213E-11   3.9124E-11
14_21   1.5903E-10   3.2460E-11   4.3574E-11   3.6072E-11   2.6617E-11   2.4457E-11   3.8485E-11   3.4026E-11
15_21   1.6310E-10   4.7763E-11   3.8511E-11   2.9017E-11   2.1890E-11   3.6909E-11   4.2589E-11   3.2569E-11
16_21   1.5069E-10   3.6046E-11   3.6187E-11   3.1452E-11   2.6706E-11   3.6174E-11   3.5053E-11   3.7144E-11
17_21   1.5710E-10   3.5165E-11   3.5998E-11   3.4913E-11   1.8558E-11   3.4749E-11   3.4628E-11   3.5242E-11
18_21   1.9112E-10   4.3630E-11   4.0954E-11   3.8761E-11   2.7836E-11   4.0419E-11   4.3678E-11   3.7262E-11
19_21   1.7617E-10   4.2117E-11   3.9278E-11   4.1460E-11   3.0543E-11   4.3441E-11   3.7862E-11   3.7458E-11
20_21   1.5137E-10   4.8146E-11   4.2184E-11   4.5830E-11   3.9765E-11   4.7413E-11   3.7076E-11   4.2269E-11
21_21   1.7467E-10   4.7197E-11   3.9283E-11   4.0915E-11   4.3460E-11   4.8868E-11   3.9651E-11   4.2413E-11
22_21   1.9132E-10   4.5398E-11   3.7708E-11   3.0655E-11   4.4251E-11   4.1265E-11   3.4786E-11   3.1049E-11
23_21   1.6109E-10   3.2282E-11   4.5760E-11   3.7165E-11   2.7278E-11   3.8502E-11   4.2209E-11   3.0815E-11
24_21   1.1882E-10   4.3780E-11   5.0252E-11   4.2512E-11   3.3028E-11   3.6577E-11   4.6856E-11   3.1185E-11
25_21   1.1228E-10   4.7341E-11   4.3966E-11   3.7444E-11   3.5523E-11   3.2116E-11   3.8234E-11   3.6516E-11
26_21   1.1124E-10   4.7858E-11   4.3104E-11   3.7293E-11   4.5100E-11   3.5347E-11   4.2704E-11   4.0262E-11
27_21   1.1263E-10   4.6240E-11   5.4245E-11   4.0914E-11   4.8588E-11   3.7961E-11   5.2081E-11   3.8882E-11
28_21   1.2356E-10   4.4704E-11   5.1117E-11   3.6399E-11   5.4610E-11   4.4236E-11   4.7177E-11   4.2558E-11
29_21   1.3261E-10   4.9550E-11   5.0769E-11   3.1772E-11   6.9814E-11   5.0148E-11   3.8974E-11   3.8918E-11
30_21   1.4484E-10   4.6603E-11   4.4248E-11   3.5189E-11   4.0553E-11   3.8261E-11   4.4093E-11   3.5629E-11
31_21   1.5198E-10   4.2121E-11   4.5645E-11   3.8777E-11   3.4157E-11   3.7889E-11   4.3729E-11   2.8453E-11
32_21   1.4951E-10   4.9863E-11   5.0900E-11   3.7793E-11   2.5736E-11   5.3674E-11   4.0715E-11   3.0803E-11
33_21   1.5558E-10   5.6872E-11   5.0535E-11   3.0708E-11   3.3753E-11   4.5315E-11   4.3187E-11   3.4706E-11
34_21   1.3067E-10   5.8588E-11   5.1364E-11   3.4744E-11   1.9340E-11   5.4065E-11   3.7912E-11   3.6081E-11
35_21   1.1514E-10   4.4502E-11   4.3723E-11   2.8957E-11   2.3181E-11   4.4438E-11   4.2364E-11   3.4040E-11
36_21   1.2658E-10   7.3363E-11   4.8844E-11   2.6733E-11   4.3911E-11   3.7738E-11   3.9586E-11   3.6337E-11
37_21   1.1786E-10   7.1315E-11   5.3997E-11   2.8031E-11   5.2071E-11   4.3044E-11   4.0800E-11   3.0469E-11
38_21   1.1650E-10   4.8235E-11   4.6757E-11   2.9128E-11   2.4717E-11   3.7312E-11   3.8499E-11   2.7733E-11
39_21   9.8978E-11   5.3259E-11   4.9434E-11   3.1482E-11   4.8345E-11   3.1046E-11   4.0748E-11   2.7984E-11
40_21   1.0157E-10   5.7977E-11   5.5830E-11   3.0526E-11   5.2053E-11   3.5132E-11   3.9977E-11   2.7315E-11
41_21   1.1774E-10   5.3361E-11   5.0007E-11   3.5725E-11   3.2680E-11   4.2493E-11   4.0426E-11   2.4177E-11
42_21   1.1369E-10   4.8033E-11   5.0683E-11   3.8530E-11   3.5150E-11   3.9398E-11   3.5162E-11   2.5152E-11
43_21   1.3939E-10   5.4238E-11   5.0795E-11   3.7172E-11   3.3981E-11   4.3515E-11   2.9149E-11   2.6955E-11
44_21   1.4165E-10   5.6813E-11   5.9530E-11   3.4829E-11   2.2440E-11   4.9023E-11   3.5625E-11   2.7940E-11
0_22   1.5995E-10   3.9924E-11   3.8708E-11   3.0165E-11   3.0494E-11   3.8572E-11   2.7302E-11   3.9356E-11
1_22   1.7316E-10   3.8351E-11   4.3232E-11   3.9955E-11   3.8758E-11   3.5982E-11   3.4085E-11   4.2864E-11
2_22   1.3785E-10   3.4861E-11   3.2899E-11   3.7082E-11   2.9174E-11   3.7934E-11   3.4071E-11   4.0367E-11
3_22   1.0362E-10   3.6874E-11   3.9509E-11   3.7068E-11   3.0799E-11   3.9227E-11   3.0533E-11   4.1324E-11
4_22   1.3895E-10   5.2732E-11   3.4399E-11   3.8025E-11   3.5372E-11   4.2813E-11   4.2901E-11   3.8577E-11
5_22   1.6653E-10   4.6998E-11   4.5497E-11   3.9702E-11   1.8848E-11   3.7670E-11   3.2386E-11   3.7050E-11
6_22   1.7764E-10   4.3988E-11   4.1809E-11   3.3536E-11   4.1313E-11   3.3095E-11   3.5154E-11   4.7318E-11
7_22   1.7512E-10   3.5912E-11   4.1020E-11   3.8089E-11   3.2230E-11   4.0443E-11   3.5737E-11   4.3394E-11
8_22   1.6043E-10   4.3065E-11   4.0399E-11   4.0434E-11   3.5317E-11   3.1109E-11   3.4277E-11   3.4420E-11
9_22   1.4894E-10   4.3265E-11   2.8560E-11   4.1308E-11   3.8715E-11   2.9119E-11   4.2867E-11   3.5904E-11
10_22   1.5875E-10   3.7659E-11   3.3399E-11   4.6271E-11   3.4527E-11   3.0395E-11   3.9280E-11   3.5712E-11
11_22   1.7075E-10   3.2101E-11   3.2747E-11   3.9017E-11   3.2726E-11   3.4824E-11   3.9392E-11   3.5567E-11
12_22   1.6254E-10   3.7931E-11   2.9203E-11   3.4809E-11   2.2016E-11   2.7513E-11   3.4428E-11   3.9740E-11
13_22   1.4971E-10   4.1910E-11   4.8502E-11   3.3866E-11   2.1918E-11   2.8269E-11   3.0629E-11   4.0481E-11
14_22   1.4688E-10   3.6413E-11   5.0761E-11   3.2147E-11   3.6501E-11   3.0513E-11   3.3411E-11   3.5210E-11
15_22   1.5069E-10   3.9725E-11   4.1896E-11   3.2330E-11   3.0854E-11   3.5253E-11   3.6614E-11   3.5942E-11
16_22   1.6292E-10   3.9343E-11   3.7455E-11   3.0971E-11   2.3781E-11   3.8694E-11   3.0333E-11   3.7185E-11
17_22   1.6515E-10   4.0487E-11   3.9574E-11   3.1949E-11   4.6330E-11   3.5514E-11   3.5650E-11   3.7261E-11
18_22   1.7901E-10   4.3458E-11   3.5121E-11   3.3685E-11   5.0919E-11   3.6343E-11   3.6064E-11   3.8691E-11
19_22   1.7156E-10   4.7216E-11   4.4652E-11   3.4446E-11   4.7060E-11   3.7401E-11   3.0809E-11   3.8858E-11
20_22   1.4920E-10   5.4910E-11   3.7644E-11   3.8192E-11   3.3086E-11   2.6104E-11   3.7793E-11   4.9399E-11
21_22   1.5230E-10   4.5837E-11   4.0536E-11   3.8063E-11   3.2250E-11   3.7018E-11   3.6293E-11   5.1545E-11
22_22   1.7991E-10   4.4817E-11   4.8167E-11   2.9792E-11   4.5612E-11   3.5462E-11   3.4119E-11   4.2165E-11
23_22   1.5919E-10   4.2591E-11   4.9870E-11   3.1112E-11   3.7572E-11   3.9397E-11   4.5111E-11   3.3213E-11
24_22   1.3186E-10   4.5686E-11   5.2909E-11   3.6775E-11   4.3612E-11   4.2962E-11   4.6574E-11   3.6059E-11
25_22   1.4036E-10   4.2097E-11   4.8545E-11   3.1695E-11   4.5851E-11   3.8420E-11   4.2840E-11   4.0278E-11
26_22   1.2856E-10   4.4083E-11   4.4471E-11   3.3597E-11   3.4130E-11   3.6724E-11   4.3540E-11   4.1235E-11
27_22   1.3191E-10   4.4372E-11   4.2717E-11   3.8607E-11   3.4419E-11   4.3648E-11   4.6285E-11   3.5228E-11
28_22   1.3522E-10   4.8586E-11   4.2848E-11   3.6144E-11   4.3449E-11   4.5950E-11   4.0840E-11   4.3729E-11
29_22   1.2867E-10   5.2695E-11   4.6379E-11   3.7629E-11   5.4974E-11   4.7318E-11   3.3593E-11   4.4295E-11
30_22   1.5186E-10   4.6223E-11   3.7410E-11   3.9739E-11   3.4713E-11   4.5136E-11   3.7476E-11   3.6058E-11
31_22   1.5352E-10   4.5103E-11   4.5078E-11   4.0901E-11   3.9970E-11   4.1649E-11   3.8086E-11   3.4737E-11
32_22   1.4335E-10   5.0764E-11   5.8819E-11   3.5936E-11   4.2540E-11   4.1777E-11   3.6993E-11   3.6462E-11
33_22   1.4704E-10   4.5383E-11   3.9017E-11   3.1033E-11   5.3088E-11   4.2385E-11   4.9776E-11   3.2917E-11
34_22   1.1318E-10   6.3037E-11   4.2608E-11   3.4498E-11   4.3018E-11   3.6226E-11   4.5678E-11   3.4406E-11
35_22   8.6284E-11   5.0696E-11   5.0155E-11   3.0449E-11   5.1150E-11   4.1883E-11   4.0919E-11   2.9715E-11
36_22   1.1292E-10   6.4551E-11   4.1995E-11   3.0163E-11   5.8023E-11   4.9251E-11   3.3315E-11   2.9091E-11
37_22   1.3928E-10   5.6651E-11   5.8362E-11   3.0358E-11   5.0689E-11   4.6945E-11   4.5218E-11   2.9756E-11
38_22   1.4054E-10   5.2553E-11   5.5173E-11   2.9858E-11   4.2531E-11   3.7902E-11   4.6278E-11   2.7626E-11
39_22   1.2330E-10   5.6674E-11   4.7831E-11   3.1748E-11   4.5951E-11   4.1129E-11   4.5117E-11   3.0600E-11
40_22   1.2248E-10   6.0389E-11   5.2878E-11   2.7714E-11   5.8800E-11   4.3826E-11   4.1891E-11   2.7704E-11
41_22   1.2991E-10   6.1034E-11   5.0217E-11   2.7542E-11   6.4911E-11   4.1079E-11   3.9675E-11   2.8158E-11
42_22   1.5457E-10   4.8303E-11   5.0893E-11   3.0562E-11   4.5845E-11   2.9314E-11   3.9224E-11   3.1700E-11
43_22   1.6377E-10   6.1683E-11   4.2902E-11   3.4444E-11   2.9974E-11   4.7350E-11   4.2240E-11   3.1102E-11
44_22   1.5113E-10   5.8392E-11   3.6220E-11   3.3754E-11   2.9095E-11   4.8194E-11   3.9699E-11   2.7783E-11
0_23   1.1234E-10   4.0311E-11   4.2746E-11   3.2371E-11   2.7998E-11   4.4013E-11   3.0080E-11   3.7896E-11
1_23   1.2961E-10   4.6094E-11   4.7524E-11   3.0636E-11   3.6522E-11   3.2722E-11   3.0560E-11   4.1071E-11
2_23   1.3571E-10   4.2834E-11   3.8887E-11   3.2270E-11   2.9415E-11   3.3597E-11   2.8696E-11   3.7250E-11
3_23   1.3272E-10   4.0106E-11   4.1262E-11   3.1163E-11   3.0135E-11   3.1179E-11   3.1239E-11   3.6696E-11
4_23   1.5807E-10   4.0829E-11   4.4607E-11   3.1292E-11   2.6383E-11   4.4693E-11   3.8683E-11   3.8653E-11
5_23   1.7297E-10   4.5360E-11   4.4259E-11   3.5576E-11   3.0307E-11   3.6420E-11   3.4456E-11   3.9885E-11
6_23   1.7551E-10   4.1320E-11   4.1240E-11   3.1173E-11   3.9162E-11   3.4423E-11   4.0227E-11   4.4538E-11
7_23   1.7539E-10   3.3353E-11   3.3329E-11   3.5213E-11   2.4036E-11   4.2820E-11   3.4121E-11   3.8845E-11
8_23   1.8020E-10   3.6070E-11   3.2726E-11   3.1590E-11   3.3432E-11   3.3312E-11   3.2270E-11   3.3493E-11
9_23   1.7198E-10   3.4164E-11   2.9211E-11   3.4645E-11   2.5097E-11   3.6690E-11   3.4195E-11   4.2797E-11
10_23   1.4736E-10   3.6797E-11   2.3837E-11   4.3934E-11   1.6211E-11   3.6142E-11   3.0341E-11   4.6074E-11
11_23   1.2123E-10   2.9204E-11   3.1407E-11   4.1417E-11   1.9328E-11   4.2476E-11   3.0514E-11   4.1036E-11
12_23   1.1924E-10   3.7695E-11   2.9164E-11   3.5877E-11   1.8755E-11   3.1294E-11   3.2364E-11   3.8790E-11
13_23   1.5701E-10   4.1717E-11   3.9874E-11   3.3415E-11   2.4240E-11   3.9106E-11   3.9913E-11   3.7844E-11
14_23   1.7171E-10   3.9648E-11   4.3752E-11   3.6070E-11   2.8666E-11   3.1172E-11   3.6009E-11   3.4723E-11
15_23   1.6367E-10   3.9570E-11   4.1484E-11   4.1320E-11   3.1807E-11   3.6048E-11   3.3855E-11   3.0484E-11
16_23   1.9989E-10   4.6823E-11   3.9849E-11   3.6786E-11   3.2324E-11   4.3173E-11   3.3250E-11   3.0431E-11
17_23   2.0612E-10   3.6397E-11   4.6562E-11   3.4667E-11   4.2070E-11   3.7942E-11   3.8667E-11   3.2265E-11
18_23   1.7679E-10   4.6166E-11   3.5165E-11   3.8309E-11   4.8656E-11   2.6968E-11   3.0852E-11   3.7484E-11
19_23   1.4998E-10   4.0244E-11   3.3578E-11   3.8826E-11   4.7435E-11   3.4292E-11   3.6461E-11   3.7561E-11
20_23   1.5456E-10   4.9812E-11   4.0662E-11   3.9186E-11   2.3092E-11   3.7491E-11   3.9926E-11   4.0032E-11
21_23   1.9095E-10   4.6710E-11   4.5640E-11   3.3795E-11   2.6329E-11   3.7577E-11   4.4428E-11   4.4206E-11
22_23   1.7941E-10   4.8339E-11   4.7294E-11   3.0782E-11   2.7907E-11   3.4019E-11   4.0920E-11   4.0594E-11
23_23   1.5265E-10   4.3756E-11   4.4703E-11   3.4937E-11   3.7913E-11   4.5165E-11   4.5582E-11   3.6090E-11
24_23   1.4729E-10   4.5130E-11   4.2063E-11   3.5183E-11   5.4632E-11   5.4780E-11   4.4707E-11   3.7636E-11
25_23   1.5120E-10   4.5287E-11   4.3713E-11   3.1258E-11   4.7890E-11   4.6695E-11   4.3491E-11   3.8906E-11
26_23   1.3591E-10   4.2599E-11   4.7382E-11   2.9846E-11   5.0275E-11   4.0447E-11   4.5785E-11   3.8750E-11
27_23   1.4536E-10   4.3242E-11   4.6752E-11   3.5927E-11   3.5599E-11   3.9457E-11   4.8224E-11   3.7766E-11
28_23   1.3936E-10   4.9618E-11   4.9674E-11   3.6047E-11   3.4401E-11   5.0671E-11   4.1435E-11   4.0396E-11
29_23   1.1676E-10   5.4672E-11   4.2410E-11   3.5205E-11   3.6863E-11   4.8515E-11   4.0775E-11   4.4070E-11
30_23   1.2387E-10   5.0726E-11   4.2333E-11   3.6887E-11   4.9362E-11   4.6722E-11   4.4206E-11   3.9731E-11
31_23   1.3999E-10   5.1424E-11   4.8371E-11   3.7260E-11   5.0484E-11   5.5398E-11   4.5697E-11   4.2999E-11
32_23   1.6165E-10   5.2801E-11   4.8242E-11   3.1017E-11   4.5832E-11   3.6866E-11   4.5407E-11   3.8745E-11
33_23   1.5384E-10   3.9987E-11   5.2206E-11   2.6333E-11   4.5248E-11   3.9933E-11   4.4503E-11   3.5845E-11
34_23   1.3129E-10   5.0654E-11   5.4330E-11   2.9785E-11   4.4925E-11   4.3898E-11   4.4927E-11   3.4041E-11
35_23   1.0722E-10   6.7034E-11   4.9361E-11   2.7662E-11   5.5765E-11   4.3867E-11   4.3470E-11   2.7711E-11
36_23   1.1822E-10   6.4510E-11   4.2413E-11   2.9795E-11   4.1436E-11   3.7094E-11   4.2174E-11   2.6972E-11
37_23   1.3282E-10   4.5598E-11   4.7366E-11   3.1111E-11   3.1988E-11   4.9034E-11   4.3017E-11   3.2545E-11
38_23   1.0789E-10   4.8588E-11   4.8710E-11   3.1530E-11   2.8965E-11   4.5092E-11   4.7174E-11   2.9197E-11
39_23   1.1849E-10   5.6106E-11   5.2849E-11   3.4153E-11   4.3880E-11   4.7202E-11   4.9466E-11   2.9163E-11
40_23   1.4882E-10   5.4919E-11   5.7560E-11   3.3292E-11   5.1692E-11   6.4013E-11   4.0712E-11   2.8320E-11
41_23   1.4252E-10   6.1661E-11   5.2849E-11   2.7356E-11   7.5505E-11   5.4216E-11   4.1674E-11   3.3370E-11
42_23   1.5159E-10   5.4843E-11   4.6623E-11   2.7548E-11   5.8028E-11   4.5478E-11   4.2473E-11   3.3105E-11
43_23   1.4586E-10   6.7367E-11   4.3805E-11   3.1450E-11   3.1996E-11   4.5140E-11   4.4666E-11   3.0308E-11
44_23   1.4253E-10   6.0127E-11   5.1244E-11   3.1042E-11   3.0205E-11   4.8354E-11   4.8786E-11   2.6894E-11
0_24   1.1658E-10   4.0585E-11   3.7691E-11   3.1833E-11   3.3313E-11   4.0953E-11   3.2802E-11   3.9887E-11
1_24   1.4532E-10   3.4594E-11   3.6736E-11   3.3485E-11   2.3206E-11   3.0648E-11   3.0906E-11   3.9894E-11
2_24   1.4948E-10   3.3359E-11   3.3925E-11   3.9690E-11   2.5857E-11   3.4077E-11   3.1697E-11   3.4980E-11
3_24   1.2405E-10   4.3056E-11   4.1667E-11   3.1952E-11   2.9947E-11   4.4929E-11   3.3025E-11   2.9973E-11
4_24   1.4355E-10   3.8468E-11   3.6249E-11   2.8167E-11   2.7429E-11   4.8039E-11   3.1430E-11   3.0004E-11
5_24   1.4603E-10   4.1790E-11   3.3672E-11   3.4060E-11   3.9707E-11   4.9986E-11   4.1143E-11   3.7464E-11
6_24   1.5054E-10   4.4676E-11   3.8664E-11   3.7043E-11   2.6000E-11   3.3998E-11   4.7063E-11   3.8424E-11
7_24   1.6598E-10   4.2647E-11   3.8912E-11   3.2845E-11   3.1225E-11   3.6967E-11   3.6233E-11   4.1411E-11
8_24   1.8193E-10   3.4202E-11   3.3666E-11   2.6666E-11   2.3345E-11   3.3747E-11   3.0298E-11   3.8072E-11
9_24   1.8009E-10   3.7402E-11   3.9211E-11   3.2839E-11   3.0287E-11   3.4838E-11   2.7363E-11   4.0618E-11
10_24   1.5554E-10   4.6885E-11   3.4254E-11   3.6451E-11   2.3335E-11   3.2814E-11   2.6228E-11   4.2102E-11
11_24   1.2677E-10   3.8485E-11   3.7616E-11   3.7078E-11   2.9758E-11   3.5599E-11   3.1862E-11   4.0362E-11
12_24   1.2024E-10   3.3504E-11   3.3097E-11   2.9140E-11   2.2136E-11   3.4803E-11   3.5273E-11   4.0032E-11
13_24   1.4098E-10   4.2215E-11   3.7401E-11   2.9016E-11   3.2367E-11   5.3212E-11   3.8379E-11   3.6927E-11
14_24   1.7063E-10   3.2093E-11   3.8047E-11   3.2263E-11   3.3313E-11   5.1776E-11   3.1426E-11   3.6030E-11
15_24   1.6726E-10   2.9740E-11   4.0769E-11   3.9658E-11   4.3086E-11   4.0174E-11   3.0468E-11   3.3774E-11
16_24   1.9729E-10   3.0952E-11   2.9938E-11   3.8620E-11   2.8244E-11   4.4556E-11   3.6685E-11   3.1492E-11
17_24   2.1265E-10   4.1952E-11   4.5777E-11   3.5360E-11   2.8863E-11   4.1411E-11   4.0966E-11   3.2370E-11
18_24   1.7985E-10   5.1567E-11   4.2010E-11   3.6559E-11   5.6091E-11   3.5502E-11   3.8031E-11   4.1632E-11
19_24   1.4778E-10   4.9095E-11   4.0295E-11   3.4472E-11   5.1587E-11   4.0513E-11   4.1870E-11   4.4581E-11
20_24   1.3772E-10   4.3642E-11   4.9355E-11   3.6042E-11   2.6722E-11   4.8312E-11   4.4843E-11   3.9035E-11
21_24   1.8233E-10   4.5064E-11   4.9022E-11   3.8425E-11   2.4776E-11   4.3755E-11   4.6257E-11   3.7280E-11
22_24   1.9315E-10   4.8517E-11   5.7061E-11   3.8752E-11   2.4834E-11   4.1331E-11   4.3267E-11   3.3982E-11
23_24   1.8334E-10   4.0967E-11   4.8014E-11   3.5099E-11   2.6193E-11   4.6515E-11   4.2556E-11   3.8740E-11
24_24   1.4997E-10   3.9098E-11   4.4361E-11   3.0109E-11   3.6284E-11   6.0139E-11   4.3392E-11   3.8096E-11
25_24   1.2607E-10   4.6087E-11   4.4133E-11   2.6736E-11   4.7975E-11   5.3258E-11   4.4220E-11   3.2842E-11
26_24   1.1900E-10   5.2084E-11   5.2446E-11   2.4407E-11   5.7622E-11   5.0416E-11   4.1546E-11   3.2489E-11
27_24   1.2545E-10   4.7984E-11   3.7566E-11   2.9036E-11   4.3407E-11   4.0213E-11   4.8253E-11   3.3455E-11
28_24   1.1819E-10   4.2477E-11   4.6411E-11   3.2657E-11   3.5801E-11   4.5503E-11   4.9202E-11   3.2529E-11
29_24   1.1041E-10   4.1569E-11   4.5598E-11   2.7989E-11   3.4842E-11   4.6458E-11   4.4510E-11   3.4116E-11
30_24   1.3281E-10   5.2000E-11   5.0914E-11   3.0326E-11   5.5599E-11   4.6963E-11   4.0776E-11   3.4584E-11
31_24   1.5378E-10   5.5299E-11   3.9331E-11   3.2034E-11   5.6258E-11   5.0821E-11   3.9540E-11   3.5645E-11
32_24   1.7435E-10   4.7250E-11   5.1292E-11   3.4115E-11   3.2687E-11   3.7948E-11   5.1489E-11   3.2961E-11
33_24   1.5277E-10   4.0734E-11   4.6365E-11   3.4725E-11   3.9755E-11   4.2861E-11   6.0146E-11   3.9259E-11
34_24   1.3361E-10   5.1230E-11   4.0445E-11   3.0725E-11   4.5256E-11   4.8018E-11   5.3158E-11   3.8207E-11
35_24   1.1866E-10   5.7824E-11   3.7157E-11   2.8355E-11   5.0080E-11   3.7664E-11   4.7157E-11   3.1142E-11
36_24   1.1749E-10   5.8971E-11   4.4644E-11   3.1201E-11   4.9331E-11   4.2574E-11   4.0155E-11   3.0998E-11
37_24   1.1709E-10   5.5545E-11   4.5231E-11   3.3481E-11   2.9686E-11   4.4860E-11   4.1191E-11   3.7187E-11
38_24   1.0756E-10   4.4871E-11   4.6336E-11   3.6293E-11   3.7932E-11   3.8738E-11   4.0587E-11   3.7267E-11
39_24   1.3499E-10   5.9537E-11   5.0717E-11   3.1985E-11   3.8383E-11   4.4331E-11   4.1726E-11   3.3392E-11
40_24   1.3950E-10   4.5092E-11   5.0840E-11   2.9160E-11   5.5766E-11   4.6240E-11   4.1567E-11   3.4700E-11
41_24   1.2702E-10   5.0670E-11   5.0128E-11   3.0439E-11   5.7309E-11   4.2583E-11   4.6725E-11   4.0767E-11
42_24   1.2368E-10   4.5820E-11   4.4314E-11   3.2257E-11   3.2267E-11   3.8823E-11   4.4384E-11   3.6825E-11
43_24   1.1472E-10   5.8684E-11   4.6662E-11   3.4749E-11   2.1834E-11   4.1966E-11   4.2156E-11   3.0110E-11
44_24   1.3520E-10   5.5223E-11   5.2244E-11   3.0013E-11   3.3079E-11   3.8969E-11   4.5553E-11   2.9163E-11
0_25   1.6633E-10   3.9317E-11   3.8456E-11   3.1993E-11   3.7327E-11   3.5636E-11   2.4029E-11   4.3562E-11
1_25   1.9748E-10   3.2537E-11   3.8838E-11   3.6983E-11   2.2126E-11   3.3721E-11   2.7485E-11   4.4319E-11
2_25   1.8746E-10   3.7701E-11   3.7449E-11   3.7800E-11   4.1133E-11   3.8258E-11   2.7915E-11   3.5201E-11
3_25   1.5229E-10   4.8114E-11   4.2668E-11   3.7273E-11   4.1812E-11   4.0370E-11   3.3496E-11   2.9575E-11
4_25   1.3264E-10   3.4460E-11   3.4496E-11   3.4000E-11   3.0645E-11   2.6526E-11   3.5019E-11   3.1162E-11
5_25   1.1444E-10   4.4478E-11   2.9133E-11   3.4534E-11   3.5029E-11   3.5160E-11   3.5905E-11   4.1645E-11
6_25   1.2041E-10   4.0043E-11   3.6034E-11   3.8730E-11   3.7893E-11   2.4863E-11   4.1832E-11   3.7743E-11
7_25   1.3051E-10   4.5944E-11   3.8876E-11   3.2647E-11   4.1865E-11   3.0125E-11   3.7538E-11   4.1931E-11
8_25   1.4255E-10   5.2840E-11   3.8128E-11   2.7678E-11   2.9304E-11   2.2037E-11   3.5678E-11   3.5997E-11
9_25   1.5546E-10   4.0417E-11   3.4546E-11   3.5634E-11   3.6215E-11   2.7630E-11   3.5070E-11   3.7739E-11
10_25   1.5476E-10   4.9377E-11   3.0513E-11   3.3920E-11   2.5794E-11   3.3242E-11   2.6456E-11   4.0463E-11
11_25   1.3943E-10   4.3172E-11   3.8604E-11   3.1112E-11   4.0716E-11   2.6458E-11   2.9378E-11   3.7920E-11
12_25   1.3668E-10   3.2517E-11   3.6433E-11   2.7645E-11   2.5139E-11   2.8931E-11   3.1792E-11   4.2424E-11
13_25   1.3052E-10   3.5122E-11   4.0400E-11   2.9249E-11   3.1266E-11   4.5304E-11   3.1514E-11   4.4391E-11
14_25   1.6029E-10   3.5415E-11   4.1541E-11   2.9768E-11   4.4001E-11   4.3165E-11   3.0601E-11   3.7936E-11
15_25   1.8103E-10   4.3907E-11   3.7731E-11   3.7063E-11   5.2256E-11   3.5090E-11   3.3504E-11   3.3875E-11
16_25   1.7844E-10   3.7679E-11   3.6510E-11   3.5638E-11   4.5384E-11   4.0433E-11   4.0945E-11   3.3576E-11
17_25   1.7364E-10   4.3738E-11   3.5244E-11   3.4025E-11   3.0280E-11   3.7941E-11   4.3317E-11   3.5571E-11
18_25   1.8181E-10   4.4798E-11   4.4630E-11   3.3573E-11   6.2092E-11   3.8521E-11   3.7480E-11   4.0330E-11
19_25   1.5531E-10   3.8489E-11   4.3674E-11   3.3154E-11   4.2694E-11   3.7916E-11   4.0926E-11   3.9990E-11
20_25   1.2700E-10   3.9287E-11   4.0913E-11   3.5818E-11   1.6272E-11   3.9664E-11   4.5019E-11   3.4507E-11
21_25   1.4007E-10   4.7385E-11   4.8156E-11   3.9909E-11   3.4586E-11   3.1984E-11   4.1890E-11   3.3531E-11
22_25   1.8711E-10   3.9324E-11   4.4046E-11   4.0074E-11   3.5530E-11   4.2893E-11   4.6844E-11   2.9816E-11
23_25   1.9896E-10   4.8301E-11   3.9128E-11   3.1881E-11   3.0162E-11   3.6021E-11   4.8637E-11   3.3765E-11
24_25   1.5522E-10   4.8274E-11   4.2708E-11   2.9841E-11   4.0242E-11   4.5087E-11   4.0934E-11   3.5434E-11
25_25   1.3021E-10   5.4769E-11   5.0889E-11   3.0601E-11   3.5421E-11   4.1091E-11   3.9576E-11   3.5582E-11
26_25   1.0928E-10   5.7674E-11   4.3272E-11   2.7540E-11   3.4085E-11   3.9705E-11   3.8284E-11   3.9301E-11
27_25   1.0342E-10   5.0724E-11   3.4170E-11   3.0910E-11   4.3632E-11   3.8267E-11   3.6034E-11   3.5574E-11
28_25   1.0242E-10   4.7338E-11   3.8055E-11   3.3162E-11   5.6040E-11   4.5308E-11   4.3425E-11   3.1128E-11
29_25   1.2056E-10   5.1942E-11   5.0005E-11   3.2148E-11   3.2897E-11   4.3628E-11   3.8406E-11   3.2649E-11
