n,ell,line,a0_best,a1_best,target_best
1544,9,c_18o_j1__j0,3.0,0.01,
1544,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1545,0,co_v0_j1__v0_j0,3.0,0.01,
1545,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1545,2,cs_j2__j1,3.0,0.01,
1545,3,so_n2_j3__n1_j2,3.0,0.01,
1545,4,hcop_j1__j0,3.0,0.01,
1545,5,hcn_j1_f2__j0_f1,3.0,0.01,
1545,6,hnc_j1__j0,3.0,0.01,
1545,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1545,8,13c_o_j1__j0,3.0,0.01,
1545,9,c_18o_j1__j0,3.0,0.01,
1545,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1546,0,co_v0_j1__v0_j0,3.0,0.01,
1546,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1546,2,cs_j2__j1,3.0,0.01,
1546,3,so_n2_j3__n1_j2,3.0,0.01,
1546,4,hcop_j1__j0,3.0,0.01,
1546,5,hcn_j1_f2__j0_f1,3.0,0.01,
1546,6,hnc_j1__j0,3.0,0.01,
1546,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1546,8,13c_o_j1__j0,3.0,0.01,
1546,9,c_18o_j1__j0,3.0,0.01,
1546,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1547,0,co_v0_j1__v0_j0,3.0,0.01,
1547,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1547,2,cs_j2__j1,3.0,0.01,
1547,3,so_n2_j3__n1_j2,3.0,0.01,
1547,4,hcop_j1__j0,3.0,0.01,
1547,5,hcn_j1_f2__j0_f1,3.0,0.01,
1547,6,hnc_j1__j0,3.0,0.01,
1547,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1547,8,13c_o_j1__j0,3.0,0.01,
1547,9,c_18o_j1__j0,3.0,0.01,
1547,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1548,0,co_v0_j1__v0_j0,3.0,0.01,
1548,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1548,2,cs_j2__j1,3.0,0.01,
1548,3,so_n2_j3__n1_j2,3.0,0.01,
1548,4,hcop_j1__j0,3.0,0.01,
1548,5,hcn_j1_f2__j0_f1,3.0,0.01,
1548,6,hnc_j1__j0,3.0,0.01,
1548,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1548,8,13c_o_j1__j0,3.0,0.01,
1548,9,c_18o_j1__j0,3.0,0.01,
1548,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1549,0,co_v0_j1__v0_j0,3.0,0.01,
1549,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1549,2,cs_j2__j1,3.0,0.01,
1549,3,so_n2_j3__n1_j2,3.0,0.01,
1549,4,hcop_j1__j0,3.0,0.01,
1549,5,hcn_j1_f2__j0_f1,3.0,0.01,
1549,6,hnc_j1__j0,3.0,0.01,
1549,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1549,8,13c_o_j1__j0,3.0,0.01,
1549,9,c_18o_j1__j0,3.0,0.01,
1549,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1550,0,co_v0_j1__v0_j0,3.0,0.01,
1550,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1550,2,cs_j2__j1,3.0,0.01,
1550,3,so_n2_j3__n1_j2,3.0,0.01,
1550,4,hcop_j1__j0,3.0,0.01,
1550,5,hcn_j1_f2__j0_f1,3.0,0.01,
1550,6,hnc_j1__j0,3.0,0.01,
1550,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1550,8,13c_o_j1__j0,3.0,0.01,
1550,9,c_18o_j1__j0,3.0,0.01,
1550,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1551,0,co_v0_j1__v0_j0,3.0,0.01,
1551,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1551,2,cs_j2__j1,3.0,0.01,
1551,3,so_n2_j3__n1_j2,3.0,0.01,
1551,4,hcop_j1__j0,3.0,0.01,
1551,5,hcn_j1_f2__j0_f1,3.0,0.01,
1551,6,hnc_j1__j0,3.0,0.01,
1551,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1551,8,13c_o_j1__j0,3.0,0.01,
1551,9,c_18o_j1__j0,3.0,0.01,
1551,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1552,0,co_v0_j1__v0_j0,3.0,0.01,
1552,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1552,2,cs_j2__j1,3.0,0.01,
1552,3,so_n2_j3__n1_j2,3.0,0.01,
1552,4,hcop_j1__j0,3.0,0.01,
1552,5,hcn_j1_f2__j0_f1,3.0,0.01,
1552,6,hnc_j1__j0,3.0,0.01,
1552,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1552,8,13c_o_j1__j0,3.0,0.01,
1552,9,c_18o_j1__j0,3.0,0.01,
1552,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1553,0,co_v0_j1__v0_j0,3.0,0.01,
1553,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1553,2,cs_j2__j1,3.0,0.01,
1553,3,so_n2_j3__n1_j2,3.0,0.01,
1553,4,hcop_j1__j0,3.0,0.01,
1553,5,hcn_j1_f2__j0_f1,3.0,0.01,
1553,6,hnc_j1__j0,3.0,0.01,
1553,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1553,8,13c_o_j1__j0,3.0,0.01,
1553,9,c_18o_j1__j0,3.0,0.01,
1553,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1554,0,co_v0_j1__v0_j0,3.0,0.01,
1554,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1554,2,cs_j2__j1,3.0,0.01,
1554,3,so_n2_j3__n1_j2,3.0,0.01,
1554,4,hcop_j1__j0,3.0,0.01,
1554,5,hcn_j1_f2__j0_f1,3.0,0.01,
1554,6,hnc_j1__j0,3.0,0.01,
1554,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1554,8,13c_o_j1__j0,3.0,0.01,
1554,9,c_18o_j1__j0,3.0,0.01,
1554,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1555,0,co_v0_j1__v0_j0,3.0,0.01,
1555,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1555,2,cs_j2__j1,3.0,0.01,
1555,3,so_n2_j3__n1_j2,3.0,0.01,
1555,4,hcop_j1__j0,3.0,0.01,
1555,5,hcn_j1_f2__j0_f1,3.0,0.01,
1555,6,hnc_j1__j0,3.0,0.01,
1555,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1555,8,13c_o_j1__j0,3.0,0.01,
1555,9,c_18o_j1__j0,3.0,0.01,
1555,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1556,0,co_v0_j1__v0_j0,3.0,0.01,
1556,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1556,2,cs_j2__j1,3.0,0.01,
1556,3,so_n2_j3__n1_j2,3.0,0.01,
1556,4,hcop_j1__j0,3.0,0.01,
1556,5,hcn_j1_f2__j0_f1,3.0,0.01,
1556,6,hnc_j1__j0,3.0,0.01,
1556,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1556,8,13c_o_j1__j0,3.0,0.01,
1556,9,c_18o_j1__j0,3.0,0.01,
1556,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1557,0,co_v0_j1__v0_j0,3.0,0.01,
1557,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1557,2,cs_j2__j1,3.0,0.01,
1557,3,so_n2_j3__n1_j2,3.0,0.01,
1557,4,hcop_j1__j0,3.0,0.01,
1557,5,hcn_j1_f2__j0_f1,3.0,0.01,
1557,6,hnc_j1__j0,3.0,0.01,
1557,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1557,8,13c_o_j1__j0,3.0,0.01,
1557,9,c_18o_j1__j0,3.0,0.01,
1557,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1558,0,co_v0_j1__v0_j0,3.0,0.01,
1558,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1558,2,cs_j2__j1,3.0,0.01,
1558,3,so_n2_j3__n1_j2,3.0,0.01,
1558,4,hcop_j1__j0,3.0,0.01,
1558,5,hcn_j1_f2__j0_f1,3.0,0.01,
1558,6,hnc_j1__j0,3.0,0.01,
1558,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1558,8,13c_o_j1__j0,3.0,0.01,
1558,9,c_18o_j1__j0,3.0,0.01,
1558,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1559,0,co_v0_j1__v0_j0,3.0,0.01,
1559,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1559,2,cs_j2__j1,3.0,0.01,
1559,3,so_n2_j3__n1_j2,3.0,0.01,
1559,4,hcop_j1__j0,3.0,0.01,
1559,5,hcn_j1_f2__j0_f1,3.0,0.01,
1559,6,hnc_j1__j0,3.0,0.01,
1559,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1559,8,13c_o_j1__j0,3.0,0.01,
1559,9,c_18o_j1__j0,3.0,0.01,
1559,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1560,0,co_v0_j1__v0_j0,3.0,0.01,
1560,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1560,2,cs_j2__j1,3.0,0.01,
1560,3,so_n2_j3__n1_j2,3.0,0.01,
1560,4,hcop_j1__j0,3.0,0.01,
1560,5,hcn_j1_f2__j0_f1,3.0,0.01,
1560,6,hnc_j1__j0,3.0,0.01,
1560,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1560,8,13c_o_j1__j0,3.0,0.01,
1560,9,c_18o_j1__j0,3.0,0.01,
1560,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1561,0,co_v0_j1__v0_j0,3.0,0.01,
1561,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1561,2,cs_j2__j1,3.0,0.01,
1561,3,so_n2_j3__n1_j2,3.0,0.01,
1561,4,hcop_j1__j0,3.0,0.01,
1561,5,hcn_j1_f2__j0_f1,3.0,0.01,
1561,6,hnc_j1__j0,3.0,0.01,
1561,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1561,8,13c_o_j1__j0,3.0,0.01,
1561,9,c_18o_j1__j0,3.0,0.01,
1561,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1562,0,co_v0_j1__v0_j0,3.0,0.01,
1562,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1562,2,cs_j2__j1,3.0,0.01,
1562,3,so_n2_j3__n1_j2,3.0,0.01,
1562,4,hcop_j1__j0,3.0,0.01,
1562,5,hcn_j1_f2__j0_f1,3.0,0.01,
1562,6,hnc_j1__j0,3.0,0.01,
1562,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1562,8,13c_o_j1__j0,3.0,0.01,
1562,9,c_18o_j1__j0,3.0,0.01,
1562,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1563,0,co_v0_j1__v0_j0,3.0,0.01,
1563,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1563,2,cs_j2__j1,3.0,0.01,
1563,3,so_n2_j3__n1_j2,3.0,0.01,
1563,4,hcop_j1__j0,3.0,0.01,
1563,5,hcn_j1_f2__j0_f1,3.0,0.01,
1563,6,hnc_j1__j0,3.0,0.01,
1563,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1563,8,13c_o_j1__j0,3.0,0.01,
1563,9,c_18o_j1__j0,3.0,0.01,
1563,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1564,0,co_v0_j1__v0_j0,3.0,0.01,
1564,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1564,2,cs_j2__j1,3.0,0.01,
1564,3,so_n2_j3__n1_j2,3.0,0.01,
1564,4,hcop_j1__j0,3.0,0.01,
1564,5,hcn_j1_f2__j0_f1,3.0,0.01,
1564,6,hnc_j1__j0,3.0,0.01,
1564,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1564,8,13c_o_j1__j0,3.0,0.01,
1564,9,c_18o_j1__j0,3.0,0.01,
1564,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1565,0,co_v0_j1__v0_j0,3.0,0.01,
1565,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1565,2,cs_j2__j1,3.0,0.01,
1565,3,so_n2_j3__n1_j2,3.0,0.01,
1565,4,hcop_j1__j0,3.0,0.01,
1565,5,hcn_j1_f2__j0_f1,3.0,0.01,
1565,6,hnc_j1__j0,3.0,0.01,
1565,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1565,8,13c_o_j1__j0,3.0,0.01,
1565,9,c_18o_j1__j0,3.0,0.01,
1565,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1566,0,co_v0_j1__v0_j0,3.0,0.01,
1566,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1566,2,cs_j2__j1,3.0,0.01,
1566,3,so_n2_j3__n1_j2,3.0,0.01,
1566,4,hcop_j1__j0,3.0,0.01,
1566,5,hcn_j1_f2__j0_f1,3.0,0.01,
1566,6,hnc_j1__j0,3.0,0.01,
1566,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1566,8,13c_o_j1__j0,3.0,0.01,
1566,9,c_18o_j1__j0,3.0,0.01,
1566,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1567,0,co_v0_j1__v0_j0,3.0,0.01,
1567,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1567,2,cs_j2__j1,3.0,0.01,
1567,3,so_n2_j3__n1_j2,3.0,0.01,
1567,4,hcop_j1__j0,3.0,0.01,
1567,5,hcn_j1_f2__j0_f1,3.0,0.01,
1567,6,hnc_j1__j0,3.0,0.01,
1567,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1567,8,13c_o_j1__j0,3.0,0.01,
1567,9,c_18o_j1__j0,3.0,0.01,
1567,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1568,0,co_v0_j1__v0_j0,3.0,0.01,
1568,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1568,2,cs_j2__j1,3.0,0.01,
1568,3,so_n2_j3__n1_j2,3.0,0.01,
1568,4,hcop_j1__j0,3.0,0.01,
1568,5,hcn_j1_f2__j0_f1,3.0,0.01,
1568,6,hnc_j1__j0,3.0,0.01,
1568,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1568,8,13c_o_j1__j0,3.0,0.01,
1568,9,c_18o_j1__j0,3.0,0.01,
1568,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1569,0,co_v0_j1__v0_j0,3.0,0.01,
1569,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1569,2,cs_j2__j1,3.0,0.01,
1569,3,so_n2_j3__n1_j2,3.0,0.01,
1569,4,hcop_j1__j0,3.0,0.01,
1569,5,hcn_j1_f2__j0_f1,3.0,0.01,
1569,6,hnc_j1__j0,3.0,0.01,
1569,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1569,8,13c_o_j1__j0,3.0,0.01,
1569,9,c_18o_j1__j0,3.0,0.01,
1569,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1570,0,co_v0_j1__v0_j0,3.0,0.01,
1570,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1570,2,cs_j2__j1,3.0,0.01,
1570,3,so_n2_j3__n1_j2,3.0,0.01,
1570,4,hcop_j1__j0,3.0,0.01,
1570,5,hcn_j1_f2__j0_f1,3.0,0.01,
1570,6,hnc_j1__j0,3.0,0.01,
1570,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1570,8,13c_o_j1__j0,3.0,0.01,
1570,9,c_18o_j1__j0,3.0,0.01,
1570,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1571,0,co_v0_j1__v0_j0,3.0,0.01,
1571,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1571,2,cs_j2__j1,3.0,0.01,
1571,3,so_n2_j3__n1_j2,3.0,0.01,
1571,4,hcop_j1__j0,3.0,0.01,
1571,5,hcn_j1_f2__j0_f1,3.0,0.01,
1571,6,hnc_j1__j0,3.0,0.01,
1571,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1571,8,13c_o_j1__j0,3.0,0.01,
1571,9,c_18o_j1__j0,3.0,0.01,
1571,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1572,0,co_v0_j1__v0_j0,3.0,0.01,
1572,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1572,2,cs_j2__j1,3.0,0.01,
1572,3,so_n2_j3__n1_j2,3.0,0.01,
1572,4,hcop_j1__j0,3.0,0.01,
1572,5,hcn_j1_f2__j0_f1,3.0,0.01,
1572,6,hnc_j1__j0,3.0,0.01,
1572,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1572,8,13c_o_j1__j0,3.0,0.01,
1572,9,c_18o_j1__j0,3.0,0.01,
1572,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1573,0,co_v0_j1__v0_j0,3.0,0.01,
1573,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1573,2,cs_j2__j1,3.0,0.01,
1573,3,so_n2_j3__n1_j2,3.0,0.01,
1573,4,hcop_j1__j0,3.0,0.01,
1573,5,hcn_j1_f2__j0_f1,3.0,0.01,
1573,6,hnc_j1__j0,3.0,0.01,
1573,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1573,8,13c_o_j1__j0,3.0,0.01,
1573,9,c_18o_j1__j0,3.0,0.01,
1573,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1574,0,co_v0_j1__v0_j0,3.0,0.01,
1574,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1574,2,cs_j2__j1,3.0,0.01,
1574,3,so_n2_j3__n1_j2,3.0,0.01,
1574,4,hcop_j1__j0,3.0,0.01,
1574,5,hcn_j1_f2__j0_f1,3.0,0.01,
1574,6,hnc_j1__j0,3.0,0.01,
1574,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1574,8,13c_o_j1__j0,3.0,0.01,
1574,9,c_18o_j1__j0,3.0,0.01,
1574,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1575,0,co_v0_j1__v0_j0,3.0,0.01,
1575,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1575,2,cs_j2__j1,3.0,0.01,
1575,3,so_n2_j3__n1_j2,3.0,0.01,
1575,4,hcop_j1__j0,3.0,0.01,
1575,5,hcn_j1_f2__j0_f1,3.0,0.01,
1575,6,hnc_j1__j0,3.0,0.01,
1575,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1575,8,13c_o_j1__j0,3.0,0.01,
1575,9,c_18o_j1__j0,3.0,0.01,
1575,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1576,0,co_v0_j1__v0_j0,3.0,0.01,
1576,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1576,2,cs_j2__j1,3.0,0.01,
1576,3,so_n2_j3__n1_j2,3.0,0.01,
1576,4,hcop_j1__j0,3.0,0.01,
1576,5,hcn_j1_f2__j0_f1,3.0,0.01,
1576,6,hnc_j1__j0,3.0,0.01,
1576,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1576,8,13c_o_j1__j0,3.0,0.01,
1576,9,c_18o_j1__j0,3.0,0.01,
1576,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1577,0,co_v0_j1__v0_j0,3.0,0.01,
1577,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1577,2,cs_j2__j1,3.0,0.01,
1577,3,so_n2_j3__n1_j2,3.0,0.01,
1577,4,hcop_j1__j0,3.0,0.01,
1577,5,hcn_j1_f2__j0_f1,3.0,0.01,
1577,6,hnc_j1__j0,3.0,0.01,
1577,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1577,8,13c_o_j1__j0,3.0,0.01,
1577,9,c_18o_j1__j0,3.0,0.01,
1577,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1578,0,co_v0_j1__v0_j0,3.0,0.01,
1578,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1578,2,cs_j2__j1,3.0,0.01,
1578,3,so_n2_j3__n1_j2,3.0,0.01,
1578,4,hcop_j1__j0,3.0,0.01,
1578,5,hcn_j1_f2__j0_f1,3.0,0.01,
1578,6,hnc_j1__j0,3.0,0.01,
1578,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1578,8,13c_o_j1__j0,3.0,0.01,
1578,9,c_18o_j1__j0,3.0,0.01,
1578,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1579,0,co_v0_j1__v0_j0,3.0,0.01,
1579,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1579,2,cs_j2__j1,3.0,0.01,
1579,3,so_n2_j3__n1_j2,3.0,0.01,
1579,4,hcop_j1__j0,3.0,0.01,
1579,5,hcn_j1_f2__j0_f1,3.0,0.01,
1579,6,hnc_j1__j0,3.0,0.01,
1579,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1579,8,13c_o_j1__j0,3.0,0.01,
1579,9,c_18o_j1__j0,3.0,0.01,
1579,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1580,0,co_v0_j1__v0_j0,3.0,0.01,
1580,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1580,2,cs_j2__j1,3.0,0.01,
1580,3,so_n2_j3__n1_j2,3.0,0.01,
1580,4,hcop_j1__j0,3.0,0.01,
1580,5,hcn_j1_f2__j0_f1,3.0,0.01,
1580,6,hnc_j1__j0,3.0,0.01,
1580,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1580,8,13c_o_j1__j0,3.0,0.01,
1580,9,c_18o_j1__j0,3.0,0.01,
1580,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1581,0,co_v0_j1__v0_j0,3.0,0.01,
1581,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1581,2,cs_j2__j1,3.0,0.01,
1581,3,so_n2_j3__n1_j2,3.0,0.01,
1581,4,hcop_j1__j0,3.0,0.01,
1581,5,hcn_j1_f2__j0_f1,3.0,0.01,
1581,6,hnc_j1__j0,3.0,0.01,
1581,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1581,8,13c_o_j1__j0,3.0,0.01,
1581,9,c_18o_j1__j0,3.0,0.01,
1581,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1582,0,co_v0_j1__v0_j0,3.0,0.01,
1582,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1582,2,cs_j2__j1,3.0,0.01,
1582,3,so_n2_j3__n1_j2,3.0,0.01,
1582,4,hcop_j1__j0,3.0,0.01,
1582,5,hcn_j1_f2__j0_f1,3.0,0.01,
1582,6,hnc_j1__j0,3.0,0.01,
1582,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1582,8,13c_o_j1__j0,3.0,0.01,
1582,9,c_18o_j1__j0,3.0,0.01,
1582,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1583,0,co_v0_j1__v0_j0,3.0,0.01,
1583,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1583,2,cs_j2__j1,3.0,0.01,
1583,3,so_n2_j3__n1_j2,3.0,0.01,
1583,4,hcop_j1__j0,3.0,0.01,
1583,5,hcn_j1_f2__j0_f1,3.0,0.01,
1583,6,hnc_j1__j0,3.0,0.01,
1583,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1583,8,13c_o_j1__j0,3.0,0.01,
1583,9,c_18o_j1__j0,3.0,0.01,
1583,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1584,0,co_v0_j1__v0_j0,3.0,0.01,
1584,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1584,2,cs_j2__j1,3.0,0.01,
1584,3,so_n2_j3__n1_j2,3.0,0.01,
1584,4,hcop_j1__j0,3.0,0.01,
1584,5,hcn_j1_f2__j0_f1,3.0,0.01,
1584,6,hnc_j1__j0,3.0,0.01,
1584,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1584,8,13c_o_j1__j0,3.0,0.01,
1584,9,c_18o_j1__j0,3.0,0.01,
1584,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1585,0,co_v0_j1__v0_j0,3.0,0.01,
1585,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1585,2,cs_j2__j1,3.0,0.01,
1585,3,so_n2_j3__n1_j2,3.0,0.01,
1585,4,hcop_j1__j0,3.0,0.01,
1585,5,hcn_j1_f2__j0_f1,3.0,0.01,
1585,6,hnc_j1__j0,3.0,0.01,
1585,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1585,8,13c_o_j1__j0,3.0,0.01,
1585,9,c_18o_j1__j0,3.0,0.01,
1585,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
1586,0,co_v0_j1__v0_j0,3.0,0.01,
1586,1,cn_n1_j1d5__n0_j0d5,3.0,0.01,
1586,2,cs_j2__j1,3.0,0.01,
1586,3,so_n2_j3__n1_j2,3.0,0.01,
1586,4,hcop_j1__j0,3.0,0.01,
1586,5,hcn_j1_f2__j0_f1,3.0,0.01,
1586,6,hnc_j1__j0,3.0,0.01,
1586,7,c2h_n1d0_j1d5_f2d0__n0d0_j0d5_f1d0,3.0,0.01,
1586,8,13c_o_j1__j0,3.0,0.01,
1586,9,c_18o_j1__j0,3.0,0.01,
1586,10,c_c3h2_j2_ka1_kc2__j1_ka0_kc1,3.0,0.01,
